dataset,image_id,relative_path,filename,label_name,official_split,image_height,image_width,channels,file_size,sha256,corrupt,source,original_dataset_identifier,label_id,fold
MT,MT::exp2_num_297490,MT_Blowhole/Imgs/exp2_num_297490.jpg,exp2_num_297490.jpg,Blowhole,none,267,220,1,21130,8c0547e749212f6b4af183f50f3702429ace73e6a5b87d0377661448c605b2c2,False,MagneticTile,exp2_num_297490,0,-99
MT,MT::exp2_num_299741,MT_Free/Imgs/exp2_num_299741.jpg,exp2_num_299741.jpg,Free,none,264,216,1,20998,7991efbad556977a8215c81ee5ca164368775e5e0e8f12f1fa869e2336d36828,False,MagneticTile,exp2_num_299741,4,-99
MT,MT::exp2_num_301499,MT_Free/Imgs/exp2_num_301499.jpg,exp2_num_301499.jpg,Free,none,369,370,1,41962,e7eacdf2c480c8282ec46609c1a08b292cdd47de29a48b9ecbaa0b9fbcee0753,False,MagneticTile,exp2_num_301499,4,-99
MT,MT::exp2_num_304305,MT_Break/Imgs/exp2_num_304305.jpg,exp2_num_304305.jpg,Break,none,262,206,1,21436,84dacaf1da6e1892b21939566e4cb9fb8a80f21fcff3d61281f714d7dab196c2,False,MagneticTile,exp2_num_304305,1,-99
MT,MT::exp2_num_304307,MT_Free/Imgs/exp2_num_304307.jpg,exp2_num_304307.jpg,Free,none,326,321,1,30538,0cb3d165b756250c71ca9bc1447a81358f982db17fb559a44bc5ebb7d1022f38,False,MagneticTile,exp2_num_304307,4,-99
MT,MT::exp2_num_304688,MT_Free/Imgs/exp2_num_304688.jpg,exp2_num_304688.jpg,Free,none,308,326,1,31445,5c317d09b41a5759eddadf344eb1403db0c0d14d93264516bea4f6fe3e7bd48a,False,MagneticTile,exp2_num_304688,4,-99
MT,MT::exp2_num_304861,MT_Free/Imgs/exp2_num_304861.jpg,exp2_num_304861.jpg,Free,none,285,230,1,22637,ee66a873bb5fd6452151685c5885d274c3362a8bb313faa20aea7a5afbb51597,False,MagneticTile,exp2_num_304861,4,-99
MT,MT::exp2_num_306443,MT_Free/Imgs/exp2_num_306443.jpg,exp2_num_306443.jpg,Free,none,272,228,1,22964,9ca24c9aa532568f1a45f67fb5cbd3bbb71a8fbc0e8e30d28c7564b7fdeffe86,False,MagneticTile,exp2_num_306443,4,-99
MT,MT::exp2_num_306609,MT_Free/Imgs/exp2_num_306609.jpg,exp2_num_306609.jpg,Free,none,370,365,1,37765,40d4e37f9d514723ae27ce594c7f85a5db29e013adbf0d4f893e98ced756115f,False,MagneticTile,exp2_num_306609,4,-99
MT,MT::exp2_num_308043,MT_Blowhole/Imgs/exp2_num_308043.jpg,exp2_num_308043.jpg,Blowhole,none,277,224,1,19498,03a562f4d62c1e9bff18e7983dd5c7a0c0ac40ab03a0ef6524405b1e780e53aa,False,MagneticTile,exp2_num_308043,0,-99
MT,MT::exp2_num_308824,MT_Free/Imgs/exp2_num_308824.jpg,exp2_num_308824.jpg,Free,none,361,369,1,43541,b0261119d43e7c24fc9dfd8cc3077d0ed19e8f3ec694da1674b559bf06fd6583,False,MagneticTile,exp2_num_308824,4,-99
MT,MT::exp2_num_309366,MT_Free/Imgs/exp2_num_309366.jpg,exp2_num_309366.jpg,Free,none,369,372,1,37206,6508efff2c51337f6b9d92c0e6f4008de6061c90b20517a09e5bb03567abc724,False,MagneticTile,exp2_num_309366,4,-99
MT,MT::exp2_num_309668,MT_Free/Imgs/exp2_num_309668.jpg,exp2_num_309668.jpg,Free,none,270,224,1,22324,89709fbe541e110a8608cb024dbda36d7098e1040feb598808173c95565eac89,False,MagneticTile,exp2_num_309668,4,-99
MT,MT::exp2_num_31124,MT_Free/Imgs/exp2_num_31124.jpg,exp2_num_31124.jpg,Free,none,283,121,1,15070,e78915361ed4a575eff0f16fb6e8c43710e5e68ad0a8f006179b096559747ed5,False,MagneticTile,exp2_num_31124,4,-99
MT,MT::exp2_num_311334,MT_Free/Imgs/exp2_num_311334.jpg,exp2_num_311334.jpg,Free,none,276,206,1,24030,387c4e3a0c8e60bfd2edd044e8b09c0b92efab373f9ca816e340066884906774,False,MagneticTile,exp2_num_311334,4,-99
MT,MT::exp2_num_311834,MT_Uneven/Imgs/exp2_num_311834.jpg,exp2_num_311834.jpg,Uneven,none,279,219,1,22569,236ceaf5e677c944d1492d5bd64963a7b7730c4a64f3036794452433ba588b3b,False,MagneticTile,exp2_num_311834,5,-99
MT,MT::exp2_num_313494,MT_Uneven/Imgs/exp2_num_313494.jpg,exp2_num_313494.jpg,Uneven,none,343,249,1,31287,705d1b905f35cd368572f80b520acd77d339ea9129d52bee9d29171e8b0226b5,False,MagneticTile,exp2_num_313494,5,-99
MT,MT::exp2_num_313853,MT_Free/Imgs/exp2_num_313853.jpg,exp2_num_313853.jpg,Free,none,368,253,1,30388,c3de040037883d817d6cf3723e59fb7a38cf454e0c9baa3727f9cefae7e7f73a,False,MagneticTile,exp2_num_313853,4,-99
MT,MT::exp2_num_315006,MT_Free/Imgs/exp2_num_315006.jpg,exp2_num_315006.jpg,Free,none,279,212,1,23530,3a21898ab315c49395690dee2981979692ddd1a35d2e6867db5a3f375ff851b8,False,MagneticTile,exp2_num_315006,4,-99
MT,MT::exp2_num_316344,MT_Free/Imgs/exp2_num_316344.jpg,exp2_num_316344.jpg,Free,none,375,378,1,46395,6ba6a82bb587a7482b8b799e95a7f8cf1fcbabe30509210c08136fcb7e157818,False,MagneticTile,exp2_num_316344,4,-99
MT,MT::exp2_num_316715,MT_Free/Imgs/exp2_num_316715.jpg,exp2_num_316715.jpg,Free,none,370,353,1,36221,1cd3bf975f060526f4dfdc3aaeb66bb18ade97b111da12f6442bd9668393419e,False,MagneticTile,exp2_num_316715,4,-99
MT,MT::exp2_num_317512,MT_Blowhole/Imgs/exp2_num_317512.jpg,exp2_num_317512.jpg,Blowhole,none,266,214,1,20126,8315689ea4a0add44b47e719b31d9a3d0d063f2dff23827ef91cc5d0cb9494c6,False,MagneticTile,exp2_num_317512,0,-99
MT,MT::exp2_num_317576,MT_Free/Imgs/exp2_num_317576.jpg,exp2_num_317576.jpg,Free,none,377,382,1,45208,0e5777ef9b29d23cf2b53b696e4bb86b80fab8f3dc48cfe6fbcab8a8bc3bba24,False,MagneticTile,exp2_num_317576,4,-99
MT,MT::exp2_num_317911,MT_Free/Imgs/exp2_num_317911.jpg,exp2_num_317911.jpg,Free,none,372,364,1,37952,8276e5a8c58fedd122cbece8e17f6118e6085c42c2a54c251d502d97348c126a,False,MagneticTile,exp2_num_317911,4,-99
MT,MT::exp2_num_319334,MT_Free/Imgs/exp2_num_319334.jpg,exp2_num_319334.jpg,Free,none,385,366,1,45981,f1b5524a8f7aad6da3711dea1a46829bc99a526e733a3d26d96970f2f0f3e077,False,MagneticTile,exp2_num_319334,4,-99
MT,MT::exp2_num_319440,MT_Free/Imgs/exp2_num_319440.jpg,exp2_num_319440.jpg,Free,none,281,227,1,22691,bc288372ce1bb835c73c39e56e96d2e7ef3993687bda89931f4b989065658d17,False,MagneticTile,exp2_num_319440,4,-99
MT,MT::exp2_num_319698,MT_Free/Imgs/exp2_num_319698.jpg,exp2_num_319698.jpg,Free,none,367,340,1,33579,6c18c9c21edb000f0708d4f7392ea0947cc48eb51b3f1c6c0eb78605b83c1c5b,False,MagneticTile,exp2_num_319698,4,-99
MT,MT::exp2_num_320463,MT_Free/Imgs/exp2_num_320463.jpg,exp2_num_320463.jpg,Free,none,359,357,1,45156,35664bee4dadff9482dc38de0f45ac0b3be9c507e10d40dc15ccaeb6acda9907,False,MagneticTile,exp2_num_320463,4,-99
MT,MT::exp2_num_320673,MT_Break/Imgs/exp2_num_320673.jpg,exp2_num_320673.jpg,Break,none,268,190,1,19386,a4ceb79d3c46f451dd60492d82decffb7ffe27ac847b62ce11d669f2d6432af5,False,MagneticTile,exp2_num_320673,1,-99
MT,MT::exp2_num_320822,MT_Free/Imgs/exp2_num_320822.jpg,exp2_num_320822.jpg,Free,none,363,359,1,35503,f9c29517963bf7a23ee499ad1b19dbded97130dfb3f91df3a6ef78896fcfe949,False,MagneticTile,exp2_num_320822,4,-99
MT,MT::exp2_num_3211,MT_Crack/Imgs/exp2_num_3211.jpg,exp2_num_3211.jpg,Crack,none,369,470,1,57225,428d83ccd4efb9b8d66ae5a4d597f6e582196df1cba577535be003a3513d9936,False,MagneticTile,exp2_num_3211,2,-99
MT,MT::exp2_num_321452,MT_Free/Imgs/exp2_num_321452.jpg,exp2_num_321452.jpg,Free,none,377,373,1,43868,d186992fa4ba9bad24a4b3885eec79524ff65738b744b967f9a2e1b18e1a3fd9,False,MagneticTile,exp2_num_321452,4,-99
MT,MT::exp2_num_32153,MT_Crack/Imgs/exp2_num_32153.jpg,exp2_num_32153.jpg,Crack,none,279,119,1,12857,243aacea6f2af79751eada813d040cfde64ec4c53a0fa8d789a1958412d4e94c,False,MagneticTile,exp2_num_32153,2,-99
MT,MT::exp2_num_322630,MT_Blowhole/Imgs/exp2_num_322630.jpg,exp2_num_322630.jpg,Blowhole,none,255,212,1,19276,baba039a811c99ec499b75513a00af358caccaaa7dbdce8f174c420eabd94c71,False,MagneticTile,exp2_num_322630,0,-99
MT,MT::exp2_num_323339,MT_Free/Imgs/exp2_num_323339.jpg,exp2_num_323339.jpg,Free,none,275,223,1,20455,b0c26f84075607fbed609ceb9613bf31d2224fda00dfbab4158cd852244b2f40,False,MagneticTile,exp2_num_323339,4,-99
MT,MT::exp2_num_326603,MT_Free/Imgs/exp2_num_326603.jpg,exp2_num_326603.jpg,Free,none,359,370,1,43502,4b5ea9ff1245b7b01bf0c0849c550b162a5dcd0271108c2c37e68b4d960ab4af,False,MagneticTile,exp2_num_326603,4,-99
MT,MT::exp2_num_326923,MT_Free/Imgs/exp2_num_326923.jpg,exp2_num_326923.jpg,Free,none,373,343,1,33988,91291680845524c2a0ddc4959ff7e3e108b2046ef415ffed9e66a58632e574a2,False,MagneticTile,exp2_num_326923,4,-99
MT,MT::exp2_num_327997,MT_Blowhole/Imgs/exp2_num_327997.jpg,exp2_num_327997.jpg,Blowhole,none,351,356,1,31958,600e0a7fb9f4b6d01705b5c07e355c89788beb51aa72e76958948aefa90696e4,False,MagneticTile,exp2_num_327997,0,-99
MT,MT::exp2_num_329231,MT_Free/Imgs/exp2_num_329231.jpg,exp2_num_329231.jpg,Free,none,375,379,1,43891,f23b58f3330b44ae24bd434fc87388ce1fbc15ddf842e343653c7b22201761f1,False,MagneticTile,exp2_num_329231,4,-99
MT,MT::exp2_num_331174,MT_Free/Imgs/exp2_num_331174.jpg,exp2_num_331174.jpg,Free,none,356,372,1,36303,ffd7c50e077fcd3613182dfa5c61b643ee8ad0cf19daf7450a57e4a93a9802db,False,MagneticTile,exp2_num_331174,4,-99
MT,MT::exp2_num_331946,MT_Free/Imgs/exp2_num_331946.jpg,exp2_num_331946.jpg,Free,none,351,367,1,40070,7acb7c28406594c19f54496a8566f964dbe1875c555d369a56c79104a65c3cfc,False,MagneticTile,exp2_num_331946,4,-99
MT,MT::exp2_num_332707,MT_Free/Imgs/exp2_num_332707.jpg,exp2_num_332707.jpg,Free,none,351,309,1,33916,bceb2ce598aaf413da7b76ff80be3b6854f34ec939236152cc300998a93af5f6,False,MagneticTile,exp2_num_332707,4,-99
MT,MT::exp2_num_33380,MT_Uneven/Imgs/exp2_num_33380.jpg,exp2_num_33380.jpg,Uneven,none,320,522,1,48868,6d493e57cb888e5861b2c0006bcc051cd6dee033f8804e07b4bcdb4213737dab,False,MagneticTile,exp2_num_33380,5,-99
MT,MT::exp2_num_337671,MT_Free/Imgs/exp2_num_337671.jpg,exp2_num_337671.jpg,Free,none,377,491,1,58824,015777087e989ccffb3cecb39a6c486736542aa8012be4341823f89a7b471334,False,MagneticTile,exp2_num_337671,4,-99
MT,MT::exp2_num_338872,MT_Free/Imgs/exp2_num_338872.jpg,exp2_num_338872.jpg,Free,none,354,476,1,55331,c901b37689d98eddc4249b64769ac3c9b1e7b3b0d0a2a39066ca5a74324a5cd1,False,MagneticTile,exp2_num_338872,4,-99
MT,MT::exp2_num_339841,MT_Crack/Imgs/exp2_num_339841.jpg,exp2_num_339841.jpg,Crack,none,380,360,1,44257,aa3b35e0b3e89088cf8b449a5477075fbeffa95f4bad37658bc3b4c95e886a9c,False,MagneticTile,exp2_num_339841,2,-99
MT,MT::exp2_num_34101,MT_Free/Imgs/exp2_num_34101.jpg,exp2_num_34101.jpg,Free,none,331,520,1,41948,08034ba7af53660f937e6aec3c8bf6415f879994425693f5dad0a51f21bc0d1a,False,MagneticTile,exp2_num_34101,4,-99
MT,MT::exp2_num_342162,MT_Crack/Imgs/exp2_num_342162.jpg,exp2_num_342162.jpg,Crack,none,372,435,1,55403,7b24bb5811025bb1cc7b7ef8c64cf4735dd3f18549c023ac969365d394bcabd7,False,MagneticTile,exp2_num_342162,2,-99
MT,MT::exp2_num_342873,MT_Free/Imgs/exp2_num_342873.jpg,exp2_num_342873.jpg,Free,none,369,499,1,44087,5b24a82f129374299ac807557575288092f92837c5d7e99aa0d891089d0eaf40,False,MagneticTile,exp2_num_342873,4,-99
MT,MT::exp2_num_344570,MT_Free/Imgs/exp2_num_344570.jpg,exp2_num_344570.jpg,Free,none,362,507,1,41619,09234a7f7b396ff6f2886c450e53005cb013953c77e877d967034f34746f9624,False,MagneticTile,exp2_num_344570,4,-99
MT,MT::exp2_num_346332,MT_Free/Imgs/exp2_num_346332.jpg,exp2_num_346332.jpg,Free,none,371,498,1,45524,7b4745d6ae0655a9b71a6f3c15d6d5adcb28dbee1a3c72dac7f7c2741c709b01,False,MagneticTile,exp2_num_346332,4,-99
MT,MT::exp2_num_348648,MT_Break/Imgs/exp2_num_348648.jpg,exp2_num_348648.jpg,Break,none,374,497,1,46380,3359d6c69aaff46dc1ef15aa1c9e75a4b5fcc83cfe8d75157f1ccf02193733f2,False,MagneticTile,exp2_num_348648,1,-99
MT,MT::exp2_num_349844,MT_Free/Imgs/exp2_num_349844.jpg,exp2_num_349844.jpg,Free,none,371,489,1,58236,b3e8a8c0b0a1430c5aecde11965008a6fb1da8160d9349320d4a67b2dd513a1b,False,MagneticTile,exp2_num_349844,4,-99
MT,MT::exp2_num_351066,MT_Free/Imgs/exp2_num_351066.jpg,exp2_num_351066.jpg,Free,none,359,486,1,56021,0e8294157f3976cc46a9f76135223573e7aef218803a41c67b035dbd79fe344d,False,MagneticTile,exp2_num_351066,4,-99
MT,MT::exp2_num_351450,MT_Free/Imgs/exp2_num_351450.jpg,exp2_num_351450.jpg,Free,none,361,513,1,44675,1df6cdfe11561d340462135873a10d7adaf9ea1be1e2cea275a0c4f1e75986f2,False,MagneticTile,exp2_num_351450,4,-99
MT,MT::exp2_num_3524,MT_Free/Imgs/exp2_num_3524.jpg,exp2_num_3524.jpg,Free,none,285,133,1,15194,54a9956987eb4159da1e6aa785117938752116b58230613fffa19488f41e321c,False,MagneticTile,exp2_num_3524,4,-99
MT,MT::exp2_num_352504,MT_Uneven/Imgs/exp2_num_352504.jpg,exp2_num_352504.jpg,Uneven,none,370,499,1,43029,25a83431c397a97f26e6d3b1cd3aedab2e3db9c2c941ed31e8c89ea877f84223,False,MagneticTile,exp2_num_352504,5,-99
MT,MT::exp2_num_354402,MT_Free/Imgs/exp2_num_354402.jpg,exp2_num_354402.jpg,Free,none,361,488,1,56277,db42f4dea8cd20fa509d00447dbf554ba1eb5924de0e402b3e21b3d4122eb920,False,MagneticTile,exp2_num_354402,4,-99
MT,MT::exp2_num_355658,MT_Free/Imgs/exp2_num_355658.jpg,exp2_num_355658.jpg,Free,none,376,483,1,60649,0430017dc9c7bae7794acb6c55a0c821c3431be33f0ecf43987414ff06a8048f,False,MagneticTile,exp2_num_355658,4,-99
MT,MT::exp2_num_356745,MT_Break/Imgs/exp2_num_356745.jpg,exp2_num_356745.jpg,Break,none,378,504,1,47551,41561171d42f43b33b4465c945cd2a367e4e4a03c97b4d82ca9952019dc2178e,False,MagneticTile,exp2_num_356745,1,-99
MT,MT::exp2_num_358116,MT_Free/Imgs/exp2_num_358116.jpg,exp2_num_358116.jpg,Free,none,387,475,1,63215,b81b3a27b32d81851509ba12ebf3e459bc15a8628460e517b94fc039c465d73f,False,MagneticTile,exp2_num_358116,4,-99
MT,MT::exp2_num_358960,MT_Free/Imgs/exp2_num_358960.jpg,exp2_num_358960.jpg,Free,none,366,484,1,53992,b40efe5decec6e1bf2fa11952d50b59cceb571c35766b6ae63733d43ff57f242,False,MagneticTile,exp2_num_358960,4,-99
MT,MT::exp2_num_359476,MT_Free/Imgs/exp2_num_359476.jpg,exp2_num_359476.jpg,Free,none,382,504,1,45589,9eb7c3e1e412a6f0e769397cad87dafa44f7e9234cd608625e42b5eba95560a3,False,MagneticTile,exp2_num_359476,4,-99
MT,MT::exp2_num_36302,MT_Blowhole/Imgs/exp2_num_36302.jpg,exp2_num_36302.jpg,Blowhole,none,280,119,1,13330,ba4d81bc645bf85dc3fd8d321edb0aa259af3ded86738f04dc63e92e64448cb1,False,MagneticTile,exp2_num_36302,0,-99
MT,MT::exp2_num_3696,MT_Blowhole/Imgs/exp2_num_3696.jpg,exp2_num_3696.jpg,Blowhole,none,366,460,1,38365,a2af5ea7174e59582509a2f633366f9d1404f9aa5d9ddd31b400fa0d915f94b1,False,MagneticTile,exp2_num_3696,0,-99
MT,MT::exp2_num_37263,MT_Free/Imgs/exp2_num_37263.jpg,exp2_num_37263.jpg,Free,none,338,523,1,51725,3074e9ad857367c9dbead6b043297d7edddef46782d94d596a2dec94183af2d5,False,MagneticTile,exp2_num_37263,4,-99
MT,MT::exp2_num_37273,MT_Free/Imgs/exp2_num_37273.jpg,exp2_num_37273.jpg,Free,none,286,130,1,13495,2b6fcb4de59567299579a605eb371e1f1d37e04b8572b12b04bd7797b5c8cfcb,False,MagneticTile,exp2_num_37273,4,-99
MT,MT::exp2_num_38004,MT_Free/Imgs/exp2_num_38004.jpg,exp2_num_38004.jpg,Free,none,333,523,1,43007,f60a173bdc11b0a2025648798d868477d1c13d38662f7d87298f3303d068472c,False,MagneticTile,exp2_num_38004,4,-99
MT,MT::exp2_num_3811,MT_Free/Imgs/exp2_num_3811.jpg,exp2_num_3811.jpg,Free,none,284,124,1,13427,7678f69a2e9867fc8299af9f0e8e57a7863db440220ab48cd54d09e87625058e,False,MagneticTile,exp2_num_3811,4,-99
MT,MT::exp2_num_39430,MT_Free/Imgs/exp2_num_39430.jpg,exp2_num_39430.jpg,Free,none,286,123,1,15186,63eca7f9eb337526310088a93a11509e5fefdce8b0ac883772db5d25b16aa9c6,False,MagneticTile,exp2_num_39430,4,-99
MT,MT::exp2_num_40424,MT_Blowhole/Imgs/exp2_num_40424.jpg,exp2_num_40424.jpg,Blowhole,none,283,105,1,11682,b06f1870698bbae7d08cd6e6453d215e42295bdd625e837a3162c37d8db77a30,False,MagneticTile,exp2_num_40424,0,-99
MT,MT::exp2_num_43841,MT_Free/Imgs/exp2_num_43841.jpg,exp2_num_43841.jpg,Free,none,341,524,1,45003,071d7c5b7b12cd12577b0f334c96f6420237b0c40cbd1132ad47860c2ce3f928,False,MagneticTile,exp2_num_43841,4,-99
MT,MT::exp2_num_45028,MT_Uneven/Imgs/exp2_num_45028.jpg,exp2_num_45028.jpg,Uneven,none,327,505,1,47069,6981fc60877d1561f62aeaa1948af9803773eea00c75ef6cf002b914b8ca9279,False,MagneticTile,exp2_num_45028,5,-99
MT,MT::exp2_num_4748,MT_Blowhole/Imgs/exp2_num_4748.jpg,exp2_num_4748.jpg,Blowhole,none,285,121,1,13242,3fe4985886d96b6e000911c8c2c36e4885f11aff5647e3744529edca31c94ab0,False,MagneticTile,exp2_num_4748,0,-99
MT,MT::exp2_num_4964,MT_Blowhole/Imgs/exp2_num_4964.jpg,exp2_num_4964.jpg,Blowhole,none,281,114,1,12473,b824498794c0b08c390ccbdd7c2096a6d8e07acc0b6c63553fff0d1ed42ad768,False,MagneticTile,exp2_num_4964,0,-99
MT,MT::exp2_num_50402,MT_Free/Imgs/exp2_num_50402.jpg,exp2_num_50402.jpg,Free,none,321,522,1,50661,75376678edcb44141b7d7ff18e20092e3053899da78181c39566679367be3add,False,MagneticTile,exp2_num_50402,4,-99
MT,MT::exp2_num_51097,MT_Free/Imgs/exp2_num_51097.jpg,exp2_num_51097.jpg,Free,none,322,530,1,45177,7d8d2c467dfb2ebaba82caafd697e7c949edd4a5b639aef6a3df565e2b9672e2,False,MagneticTile,exp2_num_51097,4,-99
MT,MT::exp2_num_51697,MT_Blowhole/Imgs/exp2_num_51697.jpg,exp2_num_51697.jpg,Blowhole,none,290,119,1,14360,484bc2d956ae76a3187d26a82fb03bdbd97499c038458cdfb3b3a7bd801cbcf5,False,MagneticTile,exp2_num_51697,0,-99
MT,MT::exp2_num_52677,MT_Free/Imgs/exp2_num_52677.jpg,exp2_num_52677.jpg,Free,none,284,119,1,13531,684be9fd45ebb3da5f4e816d8c18bdbd32b5f6656cbe7a30ba1c2a8c6c464d59,False,MagneticTile,exp2_num_52677,4,-99
MT,MT::exp2_num_53025,MT_Free/Imgs/exp2_num_53025.jpg,exp2_num_53025.jpg,Free,none,339,523,1,51248,9bf141bf5590035515eddb4187fe8914519b41eed16b9ccf6ce3db0aa9bab60d,False,MagneticTile,exp2_num_53025,4,-99
MT,MT::exp2_num_54126,MT_Free/Imgs/exp2_num_54126.jpg,exp2_num_54126.jpg,Free,none,321,523,1,43415,d1cd123f4c7c1c6665d2221a733504f79a550013f06228c29b3f43d4a9e8d06a,False,MagneticTile,exp2_num_54126,4,-99
MT,MT::exp2_num_542,MT_Uneven/Imgs/exp2_num_542.jpg,exp2_num_542.jpg,Uneven,none,294,119,1,13049,874539f62813421a5d80bb22ff2f92cacaadf722b37a5b65b09194bcc5840b8c,False,MagneticTile,exp2_num_542,5,-99
MT,MT::exp2_num_54273,MT_Blowhole/Imgs/exp2_num_54273.jpg,exp2_num_54273.jpg,Blowhole,none,274,116,1,12784,98b74bf336fc57afdd797a48c3f645a401edae6bce4694ac773924dfd1970dd1,False,MagneticTile,exp2_num_54273,0,-99
MT,MT::exp2_num_54925,MT_Free/Imgs/exp2_num_54925.jpg,exp2_num_54925.jpg,Free,none,298,124,1,13294,5e3055a32f039e01a69828a2b0ebcc399c6743fb45ec6ef6c9171bd737e94913,False,MagneticTile,exp2_num_54925,4,-99
MT,MT::exp2_num_5924,MT_Free/Imgs/exp2_num_5924.jpg,exp2_num_5924.jpg,Free,none,331,520,1,50206,34121e282920512afbf771140fde5f7fa5245900f0d5b59e49d86119ffb41713,False,MagneticTile,exp2_num_5924,4,-99
MT,MT::exp2_num_61324,MT_Free/Imgs/exp2_num_61324.jpg,exp2_num_61324.jpg,Free,none,285,128,1,12936,d32dbcd040e5a856be6e712a185711d06c682ea95842c6b02ee3c53fc7040bd8,False,MagneticTile,exp2_num_61324,4,-99
MT,MT::exp2_num_62577,MT_Break/Imgs/exp2_num_62577.jpg,exp2_num_62577.jpg,Break,none,284,123,1,13716,3765e45bfeef2c0f5c9fd9e56db9d8a8f6658177efbfe755497e8fce0eed0cb7,False,MagneticTile,exp2_num_62577,1,-99
MT,MT::exp2_num_65017,MT_Free/Imgs/exp2_num_65017.jpg,exp2_num_65017.jpg,Free,none,332,517,1,49326,d5c7702867884322c2f65e795d23d5c73b9b4990e6ca692881ec866a035d7717,False,MagneticTile,exp2_num_65017,4,-99
MT,MT::exp2_num_6528,MT_Free/Imgs/exp2_num_6528.jpg,exp2_num_6528.jpg,Free,none,381,508,1,46342,bdcb1571c1578c7b8ab8ee05dab4c51c79f30bbdf8f8c184a94dfce47b8ed9b4,False,MagneticTile,exp2_num_6528,4,-99
MT,MT::exp2_num_6558,MT_Free/Imgs/exp2_num_6558.jpg,exp2_num_6558.jpg,Free,none,286,124,1,14550,59c17c978088d904f0843c5610cb54792aa9dbe4db480e8638ab062c7778f783,False,MagneticTile,exp2_num_6558,4,-99
MT,MT::exp2_num_68382,MT_Free/Imgs/exp2_num_68382.jpg,exp2_num_68382.jpg,Free,none,286,123,1,13219,45a44169ae30b30f554bcb081888a6a8101ce192cd255e34b28d2557ecbec25c,False,MagneticTile,exp2_num_68382,4,-99
MT,MT::exp2_num_69830,MT_Free/Imgs/exp2_num_69830.jpg,exp2_num_69830.jpg,Free,none,284,130,1,15219,34191904997669123e0d81ef4ac6342b762da06a38ea5a2106e7c277f009a9c6,False,MagneticTile,exp2_num_69830,4,-99
MT,MT::exp2_num_7009,MT_Blowhole/Imgs/exp2_num_7009.jpg,exp2_num_7009.jpg,Blowhole,none,360,478,1,52705,38125f2b486bb9279a87362fd3255847a56ab92f1294b0100873b2ca668a9812,False,MagneticTile,exp2_num_7009,0,-99
MT,MT::exp2_num_70514,MT_Free/Imgs/exp2_num_70514.jpg,exp2_num_70514.jpg,Free,none,287,127,1,13767,40f5f47077759ca1c7749cfefe088fa148df773ec3e4d838f08c7fb18d354815,False,MagneticTile,exp2_num_70514,4,-99
MT,MT::exp2_num_71201,MT_Free/Imgs/exp2_num_71201.jpg,exp2_num_71201.jpg,Free,none,280,127,1,12513,c0b46b2115ffa655b95d442ea3518dfd8e01a27e277b14d0bd1f2a1cf16a1b9d,False,MagneticTile,exp2_num_71201,4,-99
MT,MT::exp2_num_75106,MT_Free/Imgs/exp2_num_75106.jpg,exp2_num_75106.jpg,Free,none,257,597,1,44406,a58684c1e94ef29726811ff1bf9d74749c40752764d6c84fde617daa0988106a,False,MagneticTile,exp2_num_75106,4,-99
MT,MT::exp2_num_77559,MT_Fray/Imgs/exp2_num_77559.jpg,exp2_num_77559.jpg,Fray,none,229,605,1,41530,e0cf8077fec9765fd8fe3a05f31e3a0c6c5ec05cf11ca84bf5e3d16b9739ee02,False,MagneticTile,exp2_num_77559,3,-99
MT,MT::exp2_num_7886,MT_Free/Imgs/exp2_num_7886.jpg,exp2_num_7886.jpg,Free,none,287,127,1,13471,597701364e8c2e0fa61870c68e1d1b95c9177ef6d799929fceebaf51b51f7707,False,MagneticTile,exp2_num_7886,4,-99
MT,MT::exp2_num_834,MT_Free/Imgs/exp2_num_834.jpg,exp2_num_834.jpg,Free,none,362,484,1,56338,81195ff9898b9931207eff9c18f3a1af2ffdaa59a845d61db7ec887d1713f814,False,MagneticTile,exp2_num_834,4,-99
MT,MT::exp2_num_85846,MT_Crack/Imgs/exp2_num_85846.jpg,exp2_num_85846.jpg,Crack,none,244,593,1,42923,d2020c96379ba7b2a514be979c0880c7288135455d77bbceef6b9fe36ff63cf4,False,MagneticTile,exp2_num_85846,2,-99
MT,MT::exp2_num_86854,MT_Crack/Imgs/exp2_num_86854.jpg,exp2_num_86854.jpg,Crack,none,244,593,1,42859,17e38aeaeb41d47bc5373c4815c32384e8a900d1cab7c325ae158e44ec8ce127,False,MagneticTile,exp2_num_86854,2,-99
MT,MT::exp2_num_887,MT_Free/Imgs/exp2_num_887.jpg,exp2_num_887.jpg,Free,none,296,252,1,30806,de9143acca279456e7dd05bcb4e1af3666e320c78a7bc34619931dd8cc5d4559,False,MagneticTile,exp2_num_887,4,-99
MT,MT::exp2_num_90988,MT_Free/Imgs/exp2_num_90988.jpg,exp2_num_90988.jpg,Free,none,247,608,1,42389,2e88c60125544fe79821e2955496a14e50904d3b03461698c7e8da1ecc47860a,False,MagneticTile,exp2_num_90988,4,-99
MT,MT::exp2_num_94922,MT_Free/Imgs/exp2_num_94922.jpg,exp2_num_94922.jpg,Free,none,245,612,1,45020,36a9e6f17dd6cb7074030cba895f74f2e5e78dd10c2bb527b8f476354a841bc6,False,MagneticTile,exp2_num_94922,4,-99
