image_id_a,image_id_b,hamming,label_a,label_b,dataset_a,dataset_b,split_a,split_b,crosses_class,crosses_official_split,category
MT::exp2_num_143192,MT::exp6_num_143316,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_37263,MT::exp3_num_28373,10,Free,Uneven,MT,MT,none,none,True,False,CRITICAL
MT::exp2_num_37263,MT::exp3_num_37278,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_37263,MT::exp4_num_37293,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_37263,MT::exp5_num_28404,10,Free,Uneven,MT,MT,none,none,True,False,CRITICAL
MT::exp2_num_37263,MT::exp5_num_37319,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_37263,MT::exp6_num_37354,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_85846,MT::exp2_num_86854,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_85846,MT::exp3_num_85897,6,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_85846,MT::exp3_num_86892,6,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_85846,MT::exp5_num_85642,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_85846,MT::exp5_num_86031,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_85846,MT::exp5_num_88170,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_85846,MT::exp6_num_85665,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_85846,MT::exp6_num_86064,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_85846,MT::exp6_num_88201,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp3_num_85897,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp3_num_86892,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp4_num_85602,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_86854,MT::exp4_num_85998,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_86854,MT::exp5_num_85642,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp5_num_86031,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp5_num_88170,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp6_num_85665,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp6_num_86064,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_86854,MT::exp6_num_88201,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_143234,MT::exp5_num_143282,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_143234,MT::exp6_num_143316,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_19753,MT::exp6_num_19822,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_28373,MT::exp3_num_37278,6,Uneven,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp3_num_28373,MT::exp4_num_28388,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_28373,MT::exp4_num_37293,6,Uneven,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp3_num_28373,MT::exp5_num_28404,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_28373,MT::exp5_num_37319,10,Uneven,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp3_num_28373,MT::exp6_num_28424,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_37278,MT::exp4_num_28388,8,Free,Uneven,MT,MT,none,none,True,False,CRITICAL
MT::exp3_num_37278,MT::exp4_num_37293,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_37278,MT::exp5_num_28404,8,Free,Uneven,MT,MT,none,none,True,False,CRITICAL
MT::exp3_num_37278,MT::exp5_num_37319,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_37278,MT::exp6_num_37354,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_85897,MT::exp3_num_86892,0,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_85897,MT::exp4_num_85602,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_85897,MT::exp4_num_85998,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_85897,MT::exp4_num_88149,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_85897,MT::exp5_num_85642,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_85897,MT::exp5_num_86031,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_85897,MT::exp5_num_88170,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_85897,MT::exp6_num_85665,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_85897,MT::exp6_num_86064,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_85897,MT::exp6_num_88201,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_86892,MT::exp4_num_85602,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_86892,MT::exp4_num_85998,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_86892,MT::exp4_num_88149,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_86892,MT::exp5_num_85642,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_86892,MT::exp5_num_86031,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_86892,MT::exp5_num_88170,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_86892,MT::exp6_num_85665,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_86892,MT::exp6_num_86064,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_86892,MT::exp6_num_88201,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_28388,MT::exp4_num_37293,8,Uneven,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp4_num_28388,MT::exp5_num_28404,2,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_28388,MT::exp6_num_28424,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_37293,MT::exp5_num_28404,8,Free,Uneven,MT,MT,none,none,True,False,CRITICAL
MT::exp4_num_37293,MT::exp5_num_37319,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_37293,MT::exp6_num_37354,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85602,MT::exp4_num_85998,0,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_85602,MT::exp4_num_88149,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_85602,MT::exp5_num_85642,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85602,MT::exp5_num_86031,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85602,MT::exp5_num_88170,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85602,MT::exp6_num_85665,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85602,MT::exp6_num_86064,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85602,MT::exp6_num_88201,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85998,MT::exp4_num_88149,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_85998,MT::exp5_num_85642,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85998,MT::exp5_num_86031,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85998,MT::exp5_num_88170,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85998,MT::exp6_num_85665,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85998,MT::exp6_num_86064,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_85998,MT::exp6_num_88201,8,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_88149,MT::exp5_num_85642,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_88149,MT::exp5_num_86031,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_88149,MT::exp5_num_88170,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_88149,MT::exp6_num_85665,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_88149,MT::exp6_num_86064,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_88149,MT::exp6_num_88201,10,Crack,Crack,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_143282,MT::exp6_num_143316,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_28404,MT::exp6_num_28424,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_37319,MT::exp6_num_37354,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_85642,MT::exp5_num_86031,0,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_85642,MT::exp5_num_88170,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_85642,MT::exp6_num_85665,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_85642,MT::exp6_num_86064,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_85642,MT::exp6_num_88201,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_86031,MT::exp5_num_88170,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_86031,MT::exp6_num_85665,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_86031,MT::exp6_num_86064,4,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_86031,MT::exp6_num_88201,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_88170,MT::exp6_num_85665,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_88170,MT::exp6_num_86064,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_88170,MT::exp6_num_88201,0,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp6_num_85665,MT::exp6_num_86064,0,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp6_num_85665,MT::exp6_num_88201,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp6_num_86064,MT::exp6_num_88201,2,Crack,Crack,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_124236,MT::exp2_num_124592,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_265613,MT::exp1_num_320808,10,Crack,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_265613,MT::exp1_num_320895,8,Crack,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_265613,MT::exp2_num_320822,10,Crack,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_265613,MT::exp5_num_320853,10,Crack,Free,MT,MT,none,none,True,False,CRITICAL
MT::exp1_num_320808,MT::exp1_num_320895,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_320808,MT::exp2_num_320822,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_320808,MT::exp5_num_320853,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_320895,MT::exp2_num_320822,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_320895,MT::exp5_num_320853,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_320822,MT::exp5_num_320853,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_126795,MT::exp4_num_126840,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_126795,MT::exp6_num_126888,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_126840,MT::exp6_num_126888,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_127649,MT::exp2_num_127664,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_127649,MT::exp3_num_127677,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_127649,MT::exp4_num_127690,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_127649,MT::exp5_num_127703,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_127664,MT::exp3_num_127677,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_127664,MT::exp4_num_127690,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_127664,MT::exp5_num_127703,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_127677,MT::exp4_num_127690,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_127677,MT::exp5_num_127703,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_127690,MT::exp5_num_127703,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_128075,MT::exp2_num_128095,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_128075,MT::exp6_num_128176,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_128095,MT::exp6_num_128176,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_129031,MT::exp2_num_129056,4,Uneven,Uneven,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_129031,MT::exp3_num_129069,10,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_129031,MT::exp5_num_129103,10,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_240048,MT::exp2_num_293276,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_240048,MT::exp3_num_240077,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_240048,MT::exp4_num_240090,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_240048,MT::exp5_num_240124,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_240048,MT::exp6_num_240188,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_275371,MT::exp2_num_275393,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_275371,MT::exp4_num_275420,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_296631,MT::exp2_num_296655,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_304293,MT::exp2_num_304307,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_304293,MT::exp3_num_304319,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_304293,MT::exp4_num_304330,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_304293,MT::exp5_num_304340,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_304293,MT::exp6_num_304352,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_306586,MT::exp2_num_306609,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_306586,MT::exp3_num_306622,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_306586,MT::exp3_num_309379,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_309352,MT::exp2_num_306609,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_309352,MT::exp3_num_306622,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_309352,MT::exp3_num_309379,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_309352,MT::exp4_num_309390,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_316698,MT::exp2_num_316715,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_316698,MT::exp2_num_326923,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_316698,MT::exp3_num_316726,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_316698,MT::exp4_num_316737,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_316698,MT::exp4_num_320843,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_316698,MT::exp5_num_316749,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_316698,MT::exp6_num_316778,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_316698,MT::exp6_num_327003,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_317885,MT::exp2_num_316715,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_317885,MT::exp4_num_317937,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_317885,MT::exp5_num_317949,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_326904,MT::exp2_num_326923,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_326904,MT::exp4_num_320843,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_326904,MT::exp6_num_327003,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_126325,MT::exp3_num_126339,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_126325,MT::exp4_num_126353,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_126325,MT::exp5_num_126370,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_129056,MT::exp3_num_129069,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_129056,MT::exp5_num_129103,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_275393,MT::exp4_num_275420,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_293276,MT::exp2_num_326923,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_293276,MT::exp3_num_240077,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_293276,MT::exp5_num_293317,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_293276,MT::exp6_num_327003,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_304307,MT::exp3_num_304319,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_304307,MT::exp4_num_304330,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_304307,MT::exp5_num_304340,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_304307,MT::exp6_num_304352,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_306609,MT::exp3_num_306622,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_306609,MT::exp3_num_309379,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_306609,MT::exp4_num_309390,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_306609,MT::exp5_num_126370,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_316715,MT::exp2_num_326923,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_316715,MT::exp3_num_316726,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_316715,MT::exp4_num_316737,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_316715,MT::exp4_num_317937,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_316715,MT::exp4_num_320843,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_316715,MT::exp5_num_11325,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_316715,MT::exp5_num_316749,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_316715,MT::exp5_num_317949,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_316715,MT::exp6_num_316778,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp2_num_316715,MT::exp6_num_327003,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_326923,MT::exp3_num_316726,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_326923,MT::exp4_num_316737,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_326923,MT::exp4_num_320843,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_326923,MT::exp5_num_11325,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp2_num_326923,MT::exp6_num_327003,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_126339,MT::exp4_num_126353,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_126339,MT::exp5_num_126370,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_129069,MT::exp5_num_129103,10,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_240077,MT::exp4_num_240090,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_240077,MT::exp5_num_240124,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_240077,MT::exp6_num_240188,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_304319,MT::exp4_num_304330,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_304319,MT::exp5_num_304340,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_304319,MT::exp6_num_304352,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_306622,MT::exp3_num_309379,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_306622,MT::exp4_num_309390,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_306622,MT::exp5_num_126370,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_309379,MT::exp4_num_309390,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_316726,MT::exp4_num_316737,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_316726,MT::exp4_num_320843,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_316726,MT::exp5_num_316749,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_316726,MT::exp6_num_316778,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_316726,MT::exp6_num_327003,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_11314,MT::exp5_num_11325,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_126353,MT::exp5_num_126370,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_240090,MT::exp5_num_240124,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_240090,MT::exp6_num_240188,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_256324,MT::exp5_num_256354,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_304330,MT::exp5_num_304340,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_304330,MT::exp6_num_304352,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_316737,MT::exp4_num_320843,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_316737,MT::exp5_num_316749,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_316737,MT::exp6_num_316778,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_316737,MT::exp6_num_327003,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_317937,MT::exp5_num_317949,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_320843,MT::exp5_num_11325,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_320843,MT::exp5_num_316749,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_320843,MT::exp6_num_316778,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp4_num_320843,MT::exp6_num_327003,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_11325,MT::exp6_num_327003,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_126370,MT::exp5_num_293317,10,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_129103,MT::exp6_num_129148,6,Uneven,Uneven,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_240124,MT::exp6_num_240188,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp5_num_304340,MT::exp6_num_304352,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp5_num_316749,MT::exp6_num_316778,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_13526,MT::exp3_num_13568,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_13526,MT::exp4_num_13589,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_13568,MT::exp4_num_13589,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_135544,MT::exp3_num_135593,10,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_135544,MT::exp4_num_135615,6,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_135544,MT::exp5_num_135651,6,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp3_num_135593,MT::exp4_num_135615,4,Fray,Fray,MT,MT,none,none,False,False,CRITICAL
MT::exp3_num_135593,MT::exp5_num_135651,4,Fray,Fray,MT,MT,none,none,False,False,CRITICAL
MT::exp4_num_135615,MT::exp5_num_135651,0,Fray,Fray,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_136254,MT::exp2_num_136286,6,Fray,Fray,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_138599,MT::exp2_num_138627,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_138599,MT::exp3_num_138649,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_138599,MT::exp4_num_138670,4,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_138599,MT::exp5_num_138694,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_148923,MT::exp2_num_148952,8,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_16503,MT::exp2_num_16532,6,Free,Free,MT,MT,none,none,False,False,REVIEW
MT::exp1_num_16503,MT::exp3_num_16556,2,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_16503,MT::exp4_num_16575,0,Free,Free,MT,MT,none,none,False,False,CRITICAL
MT::exp1_num_16503,MT::exp5_num_16596,8,Free,Free,MT,MT,none,none,False,False,REVIEW
