dataset,image_id,label_id,label_name,official_split,fold,is_final_test,sha256
MT,MT::exp3_num_339854,2,Crack,none,1,False,025685f4a1aea1ab11f01d5d534f9b453a9631a2166b7cf27bc3174d0f2bda6e
MT,MT::exp3_num_34117,4,Free,none,0,False,bf73f4a13be2aada82589e14e3b8d40a990ea70e45a26a72a822acbd0d4af218
MT,MT::exp3_num_342176,2,Crack,none,1,False,a80ebdf59ac16c8057693cf0bedf43201cef8bdffaa6da4e368a2131a01a0fd9
MT,MT::exp3_num_342889,4,Free,none,0,False,2c720aee917e548c730427a203cb5446d5aa9f6d2d297eb730ec02f5285fe9ce
MT,MT::exp3_num_344580,4,Free,none,2,False,501aa29692bb6f4bf4de2f3cec8f9346d3203f67daa439c6169c41ed933fa709
MT,MT::exp3_num_346347,0,Blowhole,none,1,False,5ff426e9704f2a64d23c141dc672661ae050ac9d15bcff8634ca69c9a71873a6
MT,MT::exp3_num_348661,1,Break,none,0,False,74462c2218034c1445b79e3920371ab162342e91deb4c7f8daa8b769dd64536d
MT,MT::exp3_num_349856,4,Free,none,0,False,814b1ec34d5411ac813a6cfacd269b0af7179a56ab40cb0fbd5d97c346a55f55
MT,MT::exp3_num_351078,4,Free,none,2,False,c5c9b093883561c8ed1d2f9161c213e0576bed839a949869a7b1eac76b39f4f2
MT,MT::exp3_num_351463,4,Free,none,2,False,f415b61c8799cadfcb0bf1881fff0a2b6edf90a4c4650d43afe25e1aa7e85a64
MT,MT::exp3_num_352516,5,Uneven,none,1,False,b25feb5c8fea80e6fc9706b97955a051eb733c372b11e5c2fe1b1cdbdba3e363
MT,MT::exp3_num_3539,4,Free,none,2,False,dfa00a7769ce3c74b56798f17227c963062f84fecdce0f9d96ab4c59395b8aca
MT,MT::exp3_num_354417,4,Free,none,2,False,cf21c837d597e8f6963f5159231c460a197deb31d32d8480117021d3b4a550b2
MT,MT::exp3_num_355669,4,Free,none,4,False,503033c6adef1f127f03be327642eee057c0e2545ee587fd18139871a686bb8d
MT,MT::exp3_num_356756,1,Break,none,2,False,b020997b4783ef1e464415bdb4f36bc46edd90d863e3b5c4e8b406ff85dd4f11
MT,MT::exp3_num_358127,4,Free,none,4,False,6946731cb6f17beef671a8c1f237417f6ffc274f64a019093841f590c5697610
MT,MT::exp3_num_358972,4,Free,none,1,False,2579c36a45b4ccd6993c3ce213291f58490914a051bef16947db03346a614b30
MT,MT::exp3_num_359489,4,Free,none,4,False,1bacccd88d14294dfe2ccfb535a08e80c2df03884c15374e33ae194069b0a5b5
MT,MT::exp3_num_36246,0,Blowhole,none,4,False,c93691afeab65165f1b62cfaa9e3cbfee9cb9b8a978abd1a5f7d2bdb200bf84b
MT,MT::exp3_num_37056,4,Free,none,3,False,42871d66b7283c24f5f723ef1ab3431264590c16cba347b60a382c8979fd3f2c
MT,MT::exp3_num_3710,0,Blowhole,none,0,False,a9010bd066ac21cabd9e314fa511f3927100058125d4e7e5b26dead7c1c9635a
MT,MT::exp3_num_37278,4,Free,none,2,False,d873df1f5ac0d63c2224012902604a15e2b96a1fe30ab87c697ecdcd108faaa1
MT,MT::exp3_num_37556,4,Free,none,3,False,45e02773d006f136dabcfe3685e79322cca1ca10fddf52513a1a29b3c71998fe
MT,MT::exp3_num_38023,4,Free,none,0,False,b8b26e8cb53ffc5d65652314a4a41274209fd717e6a9ee8a6cbdc67aaf6020ac
MT,MT::exp3_num_3828,4,Free,none,2,False,b465070eb72e1586ec01428ea69d93b1b5627302b973c41cf02b16b6ad3264b3
MT,MT::exp3_num_39447,4,Free,none,0,False,fc7e4bacb3e3f390598827e15707fce837b0bec110652c78050c8eb1f67672af
MT,MT::exp3_num_40438,0,Blowhole,none,3,False,1090f3de225b927343a7d244f850bf103505b59bc6386db64fa8c29fbff49b51
MT,MT::exp3_num_43853,4,Free,none,4,False,8e6c9f5c2a58c550002dd7d75e521e9f51eb1a49e0569263628dac75674fe694
MT,MT::exp3_num_45042,5,Uneven,none,2,False,95adce0dd3f5d5fc5438d6e1684680c1abca929ca5929ca934a549cb3f667a58
MT,MT::exp3_num_4764,0,Blowhole,none,0,False,216f15f50764676cda5fb7c7527bffaea67dabb05f89ae414366f8935ca3bb82
MT,MT::exp3_num_4978,0,Blowhole,none,2,False,8a0fc96ce1e2360b59454db1ef319cd2e97ce4f76cfd5f215db0426f536b1f38
MT,MT::exp3_num_50415,4,Free,none,3,False,b0b3d05c66c418751e9a02b6f864e8ce199319bc86871dbd013b591849029d33
MT,MT::exp3_num_51112,4,Free,none,0,False,a337aaca3cd799198af0a7360ec2e3fecef9b8d149e59490c238097c17b793b7
MT,MT::exp3_num_51711,0,Blowhole,none,3,False,c1ea23e27492ca00f534bbdcf513410b0e98b9c527fe2279e1c0a05c677a99e5
MT,MT::exp3_num_52702,4,Free,none,2,False,703854c0d845c4444e932a0c88bc7444053dda56f1b5066c3362629b4612f8a9
MT,MT::exp3_num_53038,4,Free,none,0,False,bc0d4688d288f7be93860ac125925aafcddee6297670ba198435fda8e2a24b19
MT,MT::exp3_num_54145,4,Free,none,4,False,3ec5e0bed4a3d3c4e4db88ff68a4405afee6f819f190c469d9fcfe1cff875609
MT,MT::exp3_num_54291,0,Blowhole,none,0,False,4e2f3b8c838e29e552d63a5d251a3dc8a0da6107b620c59565c9a3d6c7b4f633
MT,MT::exp3_num_54942,4,Free,none,4,False,13e23088cc2998762583f5ab9fcb95224c30aedbc8628a9febbbe2179f0427f9
MT,MT::exp3_num_557,5,Uneven,none,0,False,9bdc6457e2333022ee83e90d0c436afcb339399d729a1fb4e15096d0997450a0
MT,MT::exp3_num_5941,4,Free,none,1,False,4ad4fa887147879ccc5a4938fc94899f868c3b4e2d6243364e05f6a88debfc72
MT,MT::exp3_num_61338,4,Free,none,1,False,7898cdcf5798d2571d88312663c2f4062fe821b0d1ab78f8776a06471befe4b3
MT,MT::exp3_num_62592,1,Break,none,4,False,30ce99b1176e011bb2cc2f5c36188d2a29efc02a356cdd8c0786f3ac7e104d7a
MT,MT::exp3_num_65031,4,Free,none,2,False,b28d7a3da0bf1fdc4419f690ca40f015cba9c087ffaa46b3d163dc5fa4e00f01
MT,MT::exp3_num_6541,4,Free,none,3,False,1f193bdcd7ecbc69c5ac01a4f5417acb0d8ba0a6b6020b36b5660fa6ee5a90fb
MT,MT::exp3_num_6571,4,Free,none,1,False,24cf05554a623ebc49789f3795700fabf4a60da9c494d8d9bfa17d958c5d90fb
MT,MT::exp3_num_68398,4,Free,none,4,False,944ab3ba582e7f94251c47087800164e8191cdebfcfac149c332e470b1d24597
MT,MT::exp3_num_69845,4,Free,none,0,False,eced32025cb97d586349d8d405a6f90c1ea9acdebfa9bc0645916df4bc03a5e5
MT,MT::exp3_num_7023,0,Blowhole,none,2,False,c81382b0cb2c01d1d26177f16a635c08d9fe19980866b470be13709a7400ee5a
MT,MT::exp3_num_70527,4,Free,none,4,False,201d2646cc295d6037f659800d541f4c755fcdc9948c1b227cad5ca3953eec8b
MT,MT::exp3_num_71224,4,Free,none,0,False,808c1c0a3c73849ce88f667e14828bee6f56ea16bf6a50dbec85bb314dc708ec
MT,MT::exp3_num_75119,4,Free,none,1,False,ec869498ccf54580f5ac26f408cc830777fb28f561badb9c713ca20424775615
MT,MT::exp3_num_77583,1,Break,none,2,False,42063ce18af5c5ca2687d0c0fbad3e2e948d4c51b94c5506d030d0f78efd519e
MT,MT::exp3_num_7899,4,Free,none,3,False,d35c1e522c394c9f8e296361babb89fc6fcbb36004b05433dc06f93de9aef58b
MT,MT::exp3_num_853,0,Blowhole,none,4,False,7fcb812ba0cfb4c8c609bcf078286fcf7614ac956846b299c56525fad56dbdec
MT,MT::exp3_num_85897,2,Crack,none,4,False,9b98101e568529cdfac56daf4ea8f6f51b68f1af21eebca6560307fe929e4cc0
MT,MT::exp3_num_86892,2,Crack,none,4,False,0682ac09ac26593827f3bb9ad7b72a1be29d97820fee16643db54ac54ca446db
MT,MT::exp3_num_91008,4,Free,none,4,False,3e55ceda327d81afb3e8353de3bdaf6282dba91a19a4ba55f3e1844ae11d2921
MT,MT::exp3_num_913,4,Free,none,1,False,81531b7b6ee330f2f8f0d34a7cdcb1a6c3abedef7f46a9ed9bf2baaac2710d22
MT,MT::exp3_num_94938,4,Free,none,2,False,1eab7bba4846dbad87e04fad079726b219aaa7d6e7c163c284e4c06db783f9c7
MT,MT::exp3_num_9508,0,Blowhole,none,2,False,c3f2703db77315e913b7646fe90df987c10a7295412aa3f9b080b8bd13fce658
MT,MT::exp3_num_98116,1,Break,none,2,False,921cca193bdc6276593b36fd19aa769679a9d44ceb581e7feba41f3cfb070b06
MT,MT::exp4_num_10227,4,Free,none,0,False,299ca81e10dbf131e8247b122a60c7690bd6b4df49df8e1a53f084bea1b3dc55
MT,MT::exp4_num_105851,1,Break,none,1,False,e35dda0f1c319ca5e3dc81f326eae0ab02aff33538cd868223fb820a4b0503a3
MT,MT::exp4_num_106203,4,Free,none,2,False,fbbff4d1e49d99833ff69c2f9c5a4ef3c75e1ca59e8dca408bc1ded9aa707ae4
MT,MT::exp4_num_10642,4,Free,none,4,False,c192a667bb53c5ed75a2e95723cf052f20a4a335b82d862a2ef2df1d83fe76d5
MT,MT::exp4_num_106801,4,Free,none,3,False,f7e78d859c6acd291c160e656735d082315b7794da6a6ffbb59fffb2c35714f7
MT,MT::exp4_num_108774,0,Blowhole,none,0,False,12234a1d14b5ce0aec096583099b388a9230240e80dc6bf04330aa3cea755987
MT,MT::exp4_num_109286,5,Uneven,none,4,False,f770b01ffebab9e8b95c9f02ddaebb08562428ca70645e487a601db78b8d9226
MT,MT::exp4_num_10957,4,Free,none,2,False,16ea16bd20437a2c676ea2e98e1fabff89ac463316a4d5c02470b26cdf3dec84
MT,MT::exp4_num_110151,4,Free,none,1,False,ea9792c587e20c0ba581e8f15e3e04f3614230aed275ccccb6639e10c4956f23
MT,MT::exp4_num_11314,4,Free,none,1,False,303e273b923eaa3560e0958980e359280d2c0e7e5da2176ded15e9247942f00b
MT,MT::exp4_num_114433,4,Free,none,1,False,d1d6de256d4d11934d1af1b0342153a5eeb960e6a46fc32061b716c6bbefb488
MT,MT::exp4_num_116311,4,Free,none,0,False,8c06c904377d57cac7afb5247be8567107b151b20fa71f99eb00581a80ebb924
MT,MT::exp4_num_116553,2,Crack,none,0,False,6eeb71b85de4c753b65289f2632d9ee4ef65974f81cd77bcfb9f3d7a2ee2b2d4
MT,MT::exp4_num_116999,1,Break,none,0,False,5a9d59ecb95fd2d5aad81d2a2031e4b509e4b7f5c5b2c28157beefc523f1f9fd
MT,MT::exp4_num_117012,4,Free,none,3,False,976f916e9e188205c001b802df03bb1347351ec08656afc1118acdce62525e85
MT,MT::exp4_num_118925,4,Free,none,4,False,864b00d22553229e6e67d8379e4b8172a4cbc887d383e96db5082204ff6796f6
MT,MT::exp4_num_124690,5,Uneven,none,4,False,bb077623448136cad9af97c3e8ba44c3a34554ba22ed3673c8dae4fc470207e5
MT,MT::exp4_num_126353,4,Free,none,3,False,611ebd93742e80890f6638f67671ae5bcda2d6750142a6c7702e9a5e46f6d8f9
MT,MT::exp4_num_126840,4,Free,none,0,False,c3e683a5035b748c2e7c58eff03887f641a9108b8f76778514831c27bdc4d6b7
MT,MT::exp4_num_127690,4,Free,none,4,False,01b6c22e5991422784275752bb17d3b8b5a19a52ae082e7b5da2c024d9eb3a1c
MT,MT::exp4_num_128120,4,Free,none,2,False,32fc485d7746051d7584a7703d9a708993b0016ecbaca92a5c13908dc8efaa6c
MT,MT::exp4_num_129083,5,Uneven,none,0,False,4eb609fafdafe13942969eba778d25f8b00a509d7e4d8598ef88d6219c635662
MT,MT::exp4_num_129654,4,Free,none,4,False,a89d48e749bb041a4ca0ff82214129ff404b7afa08e48ce278a884e3d69fc845
MT,MT::exp4_num_135615,3,Fray,none,3,False,40c1f82ae9ac7126e6664b031f9372678e8709b42e20265bae9cca58eb8620d7
MT,MT::exp4_num_13589,4,Free,none,1,False,7031a51c11b9c7bb2c87f14bed0d282aad69d15490645e776cc1c5ed8fa44255
MT,MT::exp4_num_136676,3,Fray,none,2,False,b3875d20250f7e166f4aaaa3852082092289c0f061d9f95dfce7e39bad7a4683
MT,MT::exp4_num_138670,4,Free,none,3,False,3858423b3828b43483dbcfd414af4fc76565307eee7ae8d440ce6a6cd35a0287
MT,MT::exp4_num_139856,5,Uneven,none,1,False,176e9032d3682966dc4dce87a5bd9c9dc12d4e2386bb4d4664c96f1884d9189a
MT,MT::exp4_num_143255,4,Free,none,4,False,60768087dc90bf6267183cbeac58d53ed1d5bbd35bafb34f55eaec7cdfdc1516
MT,MT::exp4_num_144227,4,Free,none,2,False,3535f6ad5d8fd46ab5f7ab382e9ef39d4c671902273ada8c0c05431e60698e8c
MT,MT::exp4_num_147986,4,Free,none,2,False,649a5b33adc724636b0a3c6b59664d5642ea3bbb8dbbbecfc6186b6a0eb377ab
MT,MT::exp4_num_148998,4,Free,none,4,False,ed171dafcf898d92b79c38af24178e755538911c2bf452d7bb47408316ada34d
MT,MT::exp4_num_154613,4,Free,none,0,False,a580ce0c976460ad3eda1f722760d1158cfd40827cfe289622df27e7668309a2
MT,MT::exp4_num_155384,5,Uneven,none,0,False,23cfcf0facd781451d8533ec8e357ea878c7ae9f58d0f200d52c0fb1c1a87ffc
MT,MT::exp4_num_157245,4,Free,none,0,False,34b3c339acd70c678aa8335cdabab1eaf18c67563305eaad89f1383ceae1bd38
MT,MT::exp4_num_157789,4,Free,none,2,False,0fee269dadc6161722ef89eb06c8d2b5bd20c9192e91f2879754000e8058fd2f
MT,MT::exp4_num_165425,4,Free,none,4,False,b6ae959a219753d1729fdd8f640d2c9a875f35c33d868725f7397c67ac4cc4dc
MT,MT::exp4_num_16575,4,Free,none,0,False,21cf908e3045b02d129a95bb676ffa84c2b4b4cb3a80e778242515436d6141a6
MT,MT::exp4_num_166238,4,Free,none,3,False,952162bb1ccb5804010b8659e2e9bb8ee7d2e4d431c0ff8f6ce87ad45f47208e
MT,MT::exp4_num_172304,5,Uneven,none,2,False,e292a9056e9dd4689747a7e0f349b64c6218595d1690486460373570486fa263
MT,MT::exp4_num_174720,4,Free,none,0,False,0ccbe14ceeb775e507b02b02470dd33ce236208e02f43cd16998230bc1916773
MT,MT::exp4_num_177987,4,Free,none,3,False,c12edfdba7b8f7e8c018b772b69f8f5577cf0913e5ef72b1a6c4f98dee3e224c
MT,MT::exp4_num_178536,4,Free,none,3,False,d081819acaabb51f8d765ff83c0622b3a9d846b51ea8ae1490b8c14122431f6b
MT,MT::exp4_num_180371,4,Free,none,3,False,8cfae30cf00b3dc79b4496a1300177f35fe1bdbaf547dc16de0eba5a4c249c3a
MT,MT::exp4_num_180903,4,Free,none,2,False,388d2965705ae722429c4d2cd8da70b73fd522e4a8520677fa76aabb4e0c4a87
MT,MT::exp4_num_18204,4,Free,none,1,False,e4985b30f9b6f7041546c1b6d588f8c8b004aa0476ef5cc146200c109023756e
MT,MT::exp4_num_183223,4,Free,none,4,False,eaac7fc526b504377d6438d26df99b9d85327cb757a3aa3d9ee7adc202015290
MT,MT::exp4_num_183867,4,Free,none,2,False,97254ded4d401729c58d2d6be83625a03234cfeb48fc179adb4c347695bb7e0c
MT,MT::exp4_num_186909,5,Uneven,none,4,False,2726cd29667a14523622e64fe284d79379c71e6f388a1057f4e24e8858e9a68d
MT,MT::exp4_num_187582,4,Free,none,2,False,e3626b82fd8ce740b460c8ed14f9d97f1ee2d5c4fccadff41af407c4e237d1dc
MT,MT::exp4_num_1877,4,Free,none,4,False,58d126621461c42c11664550be579d881771e3c64a00064a28bb0f94d73f7713
MT,MT::exp4_num_192192,4,Free,none,0,False,a0e9bb06db43a9c81dac15100403bd7636ab4de648f10155490631a518796a72
MT,MT::exp4_num_193151,4,Free,none,0,False,e45d78d6535184869b6ff9ebfd2123e1acc23d98061236acf70985134f753c1d
MT,MT::exp4_num_194236,1,Break,none,4,False,60898fd47525598c7d3dcc724436cbfae7e6c7ee3ed229785493703d5e89953b
MT,MT::exp4_num_195700,4,Free,none,2,False,78a60ed4b14b279b12b329dcc623d85cf5b524a8249569d434c7a3fd357e380e
MT,MT::exp4_num_19770,4,Free,none,3,False,29ffdae7a3ab18ecac38223cf5274852ca36eb4294b3c68f22e77a7dc2afafb8
MT,MT::exp4_num_20426,3,Fray,none,1,False,dbd6982a8ff0ddcf48689161c82609614d14ac59d6ccd7470520327941af40ef
MT,MT::exp4_num_2086,4,Free,none,0,False,9cc93d91da92ecf44daeee9665fbff4c1a4a24f5cd68e287efb398facf13866e
MT,MT::exp4_num_240090,4,Free,none,4,False,49a73137ed201deaf088188140c925ab11092b0bb068f8ec180b8514a641e97d
MT,MT::exp4_num_241391,4,Free,none,3,False,7a3cfc487c25f99ed81ad4c7c6292d64b4f032da1a98efef908beffe274600cb
MT,MT::exp4_num_241939,1,Break,none,3,False,1b04117ac24cca5a99093a2558a30bafd38610c96f15e983fbc8a365074b20e0
MT,MT::exp4_num_245804,4,Free,none,4,False,4a78fdeddb04190505689d92b071dc7a3ab45a737300179953666f47153b2e4b
MT,MT::exp4_num_246354,4,Free,none,1,False,b18b20499a8370632f6514ae00acb78252685d763315e34c3de3b27d0c5a3ec2
MT,MT::exp4_num_24843,5,Uneven,none,2,False,b52f97f8370fe695e838d6679c637e2e5d2bdd9917e9058185f2fcc91656c044
MT,MT::exp4_num_249762,2,Crack,none,0,False,00017cdec71db399fded718b42741b484b157cdd31045a958b8a6b09e35056f8
MT,MT::exp4_num_251495,4,Free,none,2,False,551f40eca37b1bc22acc2cf94d86b2c75160ef077fe3b7778b9445cbc9ee65c3
MT,MT::exp4_num_255718,4,Free,none,3,False,739e39988ae6bd835702e4ce740abd4b6a88d86b4c76d64c4af6a626f8314551
MT,MT::exp4_num_256324,4,Free,none,2,False,0a9ea16b422a8fd0727100b434f4def2a07c0fdd6ccc7696fa203b2b64ddfde0
MT,MT::exp4_num_257190,4,Free,none,3,False,5178ce81bd2edece9da8f2ce203de32c6f9034fe0b9fd2b3b17886ba16d1da5e
MT,MT::exp4_num_257938,4,Free,none,1,False,9e448a507005460ed7554e34cabf043949c2d18e7558f12958a55882d7665fb2
MT,MT::exp4_num_258590,3,Fray,none,1,False,4e66c3b48803f228fdbb4c1cd953a2ca212d1eeffe7f9c20cd2e8ff9ead60edb
MT,MT::exp4_num_258885,4,Free,none,4,False,bf2aad551b90e0371f49892d446c32a1176b4d49529d521faabcab9ecf0bf45f
MT,MT::exp4_num_260535,4,Free,none,4,False,996c58810c66cc9a2d77e5983762175c65b3c3fd81972c63e50dba466e57d463
MT,MT::exp4_num_260976,4,Free,none,1,False,c608ab62c95ef381b27a6062a2ec8593158b33cad9efa0151f6d26fb26632e5e
MT,MT::exp4_num_26163,1,Break,none,2,False,b09a721e70dc3a53fab6f85ffcbe2739e1dc798236e6a8b22b4b4f8c8df0a803
MT,MT::exp4_num_261992,4,Free,none,3,False,e0ce5440ddf5e6e08534515174752250bc5c7bd2930e909dc5d8bc17da489afe
MT,MT::exp4_num_262258,4,Free,none,2,False,423175578ddc5c932027da62111723d202badf9c0790fb72b85ab463764ae165
MT,MT::exp4_num_262626,0,Blowhole,none,4,False,1b160d64467753d4083d143600e9f9550866e24315f8b0f72758ed0f4c7ef781
MT,MT::exp4_num_262687,4,Free,none,4,False,3fd2d997ecbf800185db2793503d4b27e5a6eb250436e8e68b856dc0ceddc33e
MT,MT::exp4_num_263875,4,Free,none,1,False,65a014f825409e70d2f045b4773c9c05ce5cd633a083ea9bf1c143c1051b8bc6
MT,MT::exp4_num_264241,4,Free,none,0,False,a6ac3fe6da1b4095cba4820b27f93b13f0de02081d8e5140171fe36653719f5c
MT,MT::exp4_num_265131,0,Blowhole,none,3,False,488e6ebdd7d4560160d01a7824f110a8ec2568613179094b8b50b8564c72f8f5
MT,MT::exp4_num_265677,2,Crack,none,0,False,55359656d8e5f4ccfc9657f2639cd3f00ac200ad456d7eecf16d98e05c836ac3
MT,MT::exp4_num_2657,4,Free,none,1,False,15b49278a35ea4fe53644ef706492dabead319f4d43e1141e095e017af192fd2
MT,MT::exp4_num_266329,4,Free,none,0,False,064241de8f9dae00bd5cbd01441c3cdfdda3daeb0735ef9a382ba3bd0e490ee1
MT,MT::exp4_num_266844,4,Free,none,3,False,ff95defd80ac083829c591cf28b2db1e0099061ae8e0cf9bf488a20d3380d22c
MT,MT::exp4_num_269136,4,Free,none,2,False,6d3e5a00c1a519eaacb52bf1b7a0d9e375e1acc61524b5b5f1fcac1032e675c7
MT,MT::exp4_num_269682,4,Free,none,4,False,fd75eb9a31dc3509f1007b0057de7be6d36f7b1c7c07b2b3522549f24b3e4ca3
MT,MT::exp4_num_270184,5,Uneven,none,4,False,6aaa66560da9d675e5c0a382657c981a7573ca5b8c74f9643b2f109c089c1223
MT,MT::exp4_num_270607,4,Free,none,3,False,e13c26a6c02ac9edd4d85891b810db3a40eb499faccb4aa6e5c4a5cc94818282
MT,MT::exp4_num_270824,4,Free,none,4,False,840af1e044f7ff5dce2094d1982c157e729f1100672a092490b0a96dbddee680
MT,MT::exp4_num_271416,1,Break,none,3,False,7e345213d8f0787163f590df798a2fc3aa66df4eb0e9aba3e7068d87823d3b30
MT,MT::exp4_num_274154,5,Uneven,none,2,False,59051e969136c9e56305b20408a03321175df7a9ac5a90cf34ea917e707e84e4
MT,MT::exp4_num_275420,4,Free,none,2,False,08d1fe58463e3546afceee1d70d1ebd144a49ef8aa527918f157761df844b769
MT,MT::exp4_num_275709,4,Free,none,4,False,eafca16bb829a981b57d9bc450a2473aa4c6c88d545f1d8de559aa0cd5010fd7
MT,MT::exp4_num_276401,1,Break,none,3,False,4ea6db2d7bb328101e01c80c982d32155f4d9929d7545cc7d126c82df2ebb7df
MT,MT::exp4_num_277041,4,Free,none,3,False,48ffdf65ff6f26e5f4de4d55d22128b8f4b0b60e4bc65e01e05bf1b4e65c61d9
MT,MT::exp4_num_278605,4,Free,none,1,False,33ca2e9850c1a45e2785ce590d88a7351849010793577a72609ff42727d94810
MT,MT::exp4_num_279133,4,Free,none,1,False,2f9a0139445ec248936f4d4bf4fae08f1ede8770f110c8adb5fe8bc919b18ee9
MT,MT::exp4_num_280258,4,Free,none,1,False,d79dcf7e190b2f4309111138b10d3f4812d6487ca2d2d6126feb36b8087b9d4d
MT,MT::exp4_num_280989,4,Free,none,2,False,d1f1f83e2bbfc00630eba949750774647604c4cc95957fb35ae97fe5ef79c78f
MT,MT::exp4_num_282921,4,Free,none,2,False,bef87702b4f4be969211fad7e88607dd7c21903d23226f936af3243b20ee5f0b
MT,MT::exp4_num_283240,4,Free,none,0,False,79143f166b7b10a2ee659a7295bb250ff8f78d175f5c370e602aac56bde1e0fd
MT,MT::exp4_num_28388,5,Uneven,none,2,False,f5b420696a6e766f6d20f5748b309b089d34f18071fff21d9be25ebcb7a9b949
MT,MT::exp4_num_284532,1,Break,none,2,False,f812e403808722e26f9984236b1d070ed82bcf498db3a732138fdd9ae6dfb5a0
MT,MT::exp4_num_284889,4,Free,none,4,False,28b785aac1cc36af3ef32173c263eb1d552dec290d8ab00c435643cc919985cf
MT,MT::exp4_num_286277,4,Free,none,0,False,886d52a9d88b87a9f4ba704b82e4dca1ec3d5d600410ad47dc79c179c8069586
MT,MT::exp4_num_289638,4,Free,none,1,False,67eac20e2008d1dba5d36acf7b05d7a01f0bca2c8444474fbd20292cb7beab64
MT,MT::exp4_num_290093,4,Free,none,4,False,f91a2451ecb639a5685e237b5d398e50c53f16016fff785516ad857adc94c0c1
MT,MT::exp4_num_291052,0,Blowhole,none,4,False,81a468799487b1f94022f063999f00fc7ae8bebc7c19e9c3dd2c26250bd3bd8d
MT,MT::exp4_num_292138,4,Free,none,1,False,1e70b059c394474b6d7fc1cb717ae37226fae696bff797e1066c9a2e53b819af
MT,MT::exp4_num_293302,4,Free,none,2,False,0fdab2cd5a7d1f0786269b413a61b3520539dc784f9ca3b3205d83491e4aa57f
MT,MT::exp4_num_293757,4,Free,none,2,False,cda7c678f3855cafd843f46aff4c3ee73c84d95f68a25e18242899f972b98202
MT,MT::exp4_num_29521,4,Free,none,3,False,bc69d7d06142a20fccafaf9d22c99f218a32ea447b39fcaee5fd7c6eee29aa6b
MT,MT::exp4_num_296682,4,Free,none,4,False,b141b8fc066788a59964cd5d263cf4fd819a5d65ad5f5fef307dfdf9a15249d6
MT,MT::exp4_num_297324,4,Free,none,3,False,84664ef544c6de9df8eb599ede830a7fd73a9d187d806267140101b1db6a6e9a
MT,MT::exp4_num_297524,0,Blowhole,none,4,False,8dccf24f289616c11585817e8a10a04fa98824c8bcda0456f4eb4ae0c75c72d4
MT,MT::exp4_num_299772,4,Free,none,1,False,42871e1b22592fac2a02dc40e8aeb12d0ff28527a9cd307dec3ed102e9f0c60b
MT,MT::exp4_num_301523,4,Free,none,3,False,7a5eec57fd88d50b5ee362b1fc673560950b0268cdac29a4682b50d42b9d8ad6
MT,MT::exp4_num_304328,1,Break,none,4,False,1b8139cc629daf43a552fd5e5c6433cde77afd3bfe13eb4e0047845e9966aa50
MT,MT::exp4_num_304330,4,Free,none,1,False,2bf1411856b0b0b9e0b11508b28f943173d642122e8695d909abc4003e323e2f
MT,MT::exp4_num_304714,4,Free,none,2,False,526f6896350f4e4a8cc8bee18f81c8e90b6c58cb1e7cf8f3aeed54e2cce6ff1b
MT,MT::exp4_num_304904,4,Free,none,0,False,f93267bb952ad0a511b67e435cf8628a35c8e9edea0af6132821246da5aabfdf
MT,MT::exp4_num_306469,4,Free,none,2,False,623532353ddf0b608fa950b9edea925f3e7be41cc5c61b71cd095c66eeeb5f76
MT,MT::exp4_num_306634,4,Free,none,2,False,2369642447a832667abd4da9241542335b264188aa45795942754af03a3c063a
MT,MT::exp4_num_308078,0,Blowhole,none,4,False,eb213175968cb255569e73ab74f3c06d5bb2d36674f4197aa2e8045209b8410a
MT,MT::exp4_num_308849,4,Free,none,4,False,c9547febfbda2424ea1f1fce97c05871317f9913fb24c48d3ac497f920f0f385
MT,MT::exp4_num_309390,4,Free,none,4,False,f4062d68892afe9586bb16957d39818c8d4eeb11baf311e94a5b088e84b558a1
MT,MT::exp4_num_309692,4,Free,none,1,False,1f78bc98759d7cfef14faf9062bf1328f1dd3abbcbc3b5fd2e8567201f36dce5
MT,MT::exp4_num_311355,4,Free,none,0,False,5de86ca2d2212e6f61ebec382a4b067318192639483aa72ace0edd63469cfc6d
MT,MT::exp4_num_31150,4,Free,none,1,False,7075c05327e7c080544f73cfb1a953a8560170f9c30ba8d20ec9402353750741
MT,MT::exp4_num_311863,5,Uneven,none,0,False,de4a251131e1a09e51f97acb011d9e56d91339a5e874ef8db7844625bc91dc78
MT,MT::exp4_num_313519,5,Uneven,none,1,False,d017b22f0f72708571143b010385525c380aa18631123e5d2a524eccf8054ce9
MT,MT::exp4_num_313877,4,Free,none,0,False,aeb34463053966bd057e25272e81e8ccb559204f5b593d64ca76e643005bfe76
MT,MT::exp4_num_315033,4,Free,none,2,False,9ec4b1006923e174efa19f8dc5a6b041201d21b99f02d432bb6700d2d87aab67
MT,MT::exp4_num_316364,4,Free,none,4,False,085794335f26ce626d661a64585ccf2fa5f63b81c8762c99d3960ceca1de6c9b
MT,MT::exp4_num_316737,4,Free,none,1,False,107d08f9257aac4a302d8ef3fe81e2d0b1a8eb65e06472377964ee980879f671
MT,MT::exp4_num_317540,0,Blowhole,none,0,False,efed08811f628394b34532c8cd50bf08c0aae8426f7a23e7abfca5f39af05a4e
MT,MT::exp4_num_317600,4,Free,none,1,False,44e3ff363a44b29f3046cba979c45e115a6d3cf8169ba9dbc6fedf1f4bd0d3ed
