dataset,image_id,family,severity,frac_saturated,mean_abs_delta,problems
MT,MT::exp2_num_284506,scanline_banding,1,0.0,1.43399652351059,
MT,MT::exp2_num_284506,scanline_banding,2,0.0,2.8242933537051185,
MT,MT::exp2_num_284506,scanline_banding,3,0.0,5.149998339256651,
MT,MT::exp2_num_284506,scanline_banding,4,0.0,7.947553725047332,
MT,MT::exp2_num_284506,scanline_banding,5,0.0,11.669932795252489,
MT,MT::exp2_num_284506,illumination_gradient,1,0.0,2.513867206961836,
MT,MT::exp2_num_284506,illumination_gradient,2,0.0,4.979617143300008,
MT,MT::exp2_num_284506,illumination_gradient,3,0.0,7.953012034853467,
MT,MT::exp2_num_284506,illumination_gradient,4,0.0,11.428660001550027,
MT,MT::exp2_num_284506,illumination_gradient,5,0.0,15.399796282149223,
MT,MT::exp2_num_284506,brightness_drift,1,0.0,15.0,
MT,MT::exp2_num_284506,brightness_drift,2,0.0,30.0,
MT,MT::exp2_num_284506,brightness_drift,3,0.0,50.999966785133026,
MT,MT::exp2_num_284506,brightness_drift,4,0.0001,75.99940213239447,
MT,MT::exp2_num_284506,brightness_drift,5,0.0003,106.996113860564,
MT,MT::exp2_num_284506,contrast_loss,1,0.0,3.783261921369338,
MT,MT::exp2_num_284506,contrast_loss,2,0.0,6.584570587128132,
MT,MT::exp2_num_284506,contrast_loss,3,0.0,9.395865856223912,
MT,MT::exp2_num_284506,contrast_loss,4,0.0,12.023471839328616,
MT,MT::exp2_num_284506,contrast_loss,5,0.0,14.275174101261058,
MT,MT::exp2_num_284506,jpeg,1,0.0,2.7993489886073006,
MT,MT::exp2_num_284506,jpeg,2,0.0,3.26768968456948,
MT,MT::exp2_num_284506,jpeg,3,0.0,3.6761329037543873,
MT,MT::exp2_num_284506,jpeg,4,0.0,4.263559969442323,
MT,MT::exp2_num_284506,jpeg,5,0.0,5.4165808615936495,
MT,MT::exp3_num_105826,defocus_blur,1,0.0,2.680407390228819,
MT,MT::exp3_num_105826,defocus_blur,2,0.0,4.209802102659245,
MT,MT::exp3_num_105826,defocus_blur,3,0.0,4.729959029066172,
MT,MT::exp3_num_105826,defocus_blur,4,0.0,5.394280818387961,
MT,MT::exp3_num_105826,defocus_blur,5,0.0,5.779130591630592,
MT,MT::exp3_num_105826,motion_blur,1,0.0,3.1543367346938775,
MT,MT::exp3_num_105826,motion_blur,2,0.0,4.301020408163265,
MT,MT::exp3_num_105826,motion_blur,3,0.0,4.86935039167182,
MT,MT::exp3_num_105826,motion_blur,4,0.0,5.464485415378273,
MT,MT::exp3_num_105826,motion_blur,5,0.0,5.875392960214389,
MT,MT::exp3_num_105826,vignetting,1,0.0,9.812957379921667,
MT,MT::exp3_num_105826,vignetting,2,0.0,19.18677205730777,
MT,MT::exp3_num_105826,vignetting,3,0.0,28.56163033395176,
MT,MT::exp3_num_105826,vignetting,4,0.0047,39.18154761904762,
MT,MT::exp3_num_105826,vignetting,5,0.0829,49.73662646876932,
MT,MT::exp3_num_105826,lens_contamination,1,0.0008,1.956581117295403,
MT,MT::exp3_num_105826,lens_contamination,2,0.0,4.043489744382602,
MT,MT::exp3_num_105826,lens_contamination,3,0.0,4.8062126365697795,
MT,MT::exp3_num_105826,lens_contamination,4,0.0,7.301432694289837,
MT,MT::exp3_num_105826,lens_contamination,5,0.0,9.565875592661307,
MT,MT::exp3_num_105826,vibration_jitter,1,0.0,2.7804254277468563,
MT,MT::exp3_num_105826,vibration_jitter,2,0.0,3.299899505256648,
MT,MT::exp3_num_105826,vibration_jitter,3,0.0,4.636853226138941,
MT,MT::exp3_num_105826,vibration_jitter,4,0.0,5.222028963100391,
MT,MT::exp3_num_105826,vibration_jitter,5,0.0,5.814516336837765,
MT,MT::exp3_num_105826,gaussian_noise,1,0.0007,6.113874716553288,
MT,MT::exp3_num_105826,gaussian_noise,2,0.0015,12.208487940630798,
MT,MT::exp3_num_105826,gaussian_noise,3,0.0045,20.30946153714011,
MT,MT::exp3_num_105826,gaussian_noise,4,0.0219,32.188900054971484,
MT,MT::exp3_num_105826,gaussian_noise,5,0.0784,46.655094739916166,
MT,MT::exp3_num_105826,shot_noise,1,0.0011,14.551660310588883,
MT,MT::exp3_num_105826,shot_noise,2,0.0032,21.990036418607847,
MT,MT::exp3_num_105826,shot_noise,3,0.0211,33.29963108980966,
MT,MT::exp3_num_105826,shot_noise,4,0.1229,47.855083573833575,
MT,MT::exp3_num_105826,shot_noise,5,0.4457,69.2059218889576,
MT,MT::exp3_num_105826,scanline_banding,1,0.0006,2.052560039167182,
MT,MT::exp3_num_105826,scanline_banding,2,0.0007,4.0706233250876105,
MT,MT::exp3_num_105826,scanline_banding,3,0.0008,7.45272237682952,
MT,MT::exp3_num_105826,scanline_banding,4,0.0009,11.508310142238713,
MT,MT::exp3_num_105826,scanline_banding,5,0.0013,16.91448928056071,
MT,MT::exp3_num_105826,illumination_gradient,1,0.0,3.8030818387961247,
MT,MT::exp3_num_105826,illumination_gradient,2,0.0,7.591224747474747,
MT,MT::exp3_num_105826,illumination_gradient,3,0.0,12.139758554937126,
MT,MT::exp3_num_105826,illumination_gradient,4,0.0,17.448625283446713,
MT,MT::exp3_num_105826,illumination_gradient,5,0.0,23.514964698000412,
MT,MT::exp3_num_105826,brightness_drift,1,0.001,15.9992784992785,
MT,MT::exp3_num_105826,brightness_drift,2,0.0071,30.937119923727067,
MT,MT::exp3_num_105826,brightness_drift,3,0.0254,50.67270279323851,
MT,MT::exp3_num_105826,brightness_drift,4,0.1923,74.6013579674294,
MT,MT::exp3_num_105826,brightness_drift,5,0.5441,94.62620464852608,
MT,MT::exp3_num_105826,contrast_loss,1,0.0,5.086328849721707,
MT,MT::exp3_num_105826,contrast_loss,2,0.0,8.906108276643991,
MT,MT::exp3_num_105826,contrast_loss,3,0.0,12.71830550401979,
MT,MT::exp3_num_105826,contrast_loss,4,0.0,16.3005630282416,
MT,MT::exp3_num_105826,contrast_loss,5,0.0,19.339678674500103,
MT,MT::exp3_num_105826,jpeg,1,0.0005,2.8380295299938156,
MT,MT::exp3_num_105826,jpeg,2,0.0005,3.337346681096681,
MT,MT::exp3_num_105826,jpeg,3,0.0004,3.8195668418882707,
MT,MT::exp3_num_105826,jpeg,4,0.0006,4.513560348381777,
MT,MT::exp3_num_105826,jpeg,5,0.0001,5.579764481550196,
MT,MT::exp5_num_242089,defocus_blur,1,0.0,4.466413043478261,
MT,MT::exp5_num_242089,defocus_blur,2,0.0,6.8595289855072465,
MT,MT::exp5_num_242089,defocus_blur,3,0.0,7.5865217391304345,
MT,MT::exp5_num_242089,defocus_blur,4,0.0,8.648695652173913,
MT,MT::exp5_num_242089,defocus_blur,5,0.0,9.085489130434782,
MT,MT::exp5_num_242089,motion_blur,1,0.0,6.954492753623188,
MT,MT::exp5_num_242089,motion_blur,2,0.0,8.178858695652174,
MT,MT::exp5_num_242089,motion_blur,3,0.0,8.811739130434782,
MT,MT::exp5_num_242089,motion_blur,4,0.0,9.183768115942028,
MT,MT::exp5_num_242089,motion_blur,5,0.0,9.579746376811594,
MT,MT::exp5_num_242089,vignetting,1,0.0,11.700561594202899,
MT,MT::exp5_num_242089,vignetting,2,0.0,22.960307971014494,
MT,MT::exp5_num_242089,vignetting,3,0.0,34.21929347826087,
MT,MT::exp5_num_242089,vignetting,4,0.0038,46.9779347826087,
MT,MT::exp5_num_242089,vignetting,5,0.081,59.545072463768115,
MT,MT::exp5_num_242089,lens_contamination,1,0.0006,0.3214492753623188,
MT,MT::exp5_num_242089,lens_contamination,2,0.0006,0.5945289855072464,
MT,MT::exp5_num_242089,lens_contamination,3,0.0006,1.5878623188405796,
MT,MT::exp5_num_242089,lens_contamination,4,0.0006,2.996159420289855,
MT,MT::exp5_num_242089,lens_contamination,5,0.0006,4.808188405797101,
MT,MT::exp5_num_242089,vibration_jitter,1,0.0,4.806268115942029,
MT,MT::exp5_num_242089,vibration_jitter,2,0.0,5.940960144927536,
MT,MT::exp5_num_242089,vibration_jitter,3,0.0,7.8058695652173915,
MT,MT::exp5_num_242089,vibration_jitter,4,0.0,8.698985507246377,
MT,MT::exp5_num_242089,vibration_jitter,5,0.0,9.539365942028985,
MT,MT::exp5_num_242089,gaussian_noise,1,0.0005,6.08643115942029,
MT,MT::exp5_num_242089,gaussian_noise,2,0.0008,12.161280193236715,
MT,MT::exp5_num_242089,gaussian_noise,3,0.0018,20.253574879227052,
MT,MT::exp5_num_242089,gaussian_noise,4,0.0115,32.255760869565215,
MT,MT::exp5_num_242089,gaussian_noise,5,0.0593,47.13214371980676,
MT,MT::exp5_num_242089,shot_noise,1,0.0016,15.482626811594203,
MT,MT::exp5_num_242089,shot_noise,2,0.004,23.33582125603865,
MT,MT::exp5_num_242089,shot_noise,3,0.0203,35.425006038647346,
MT,MT::exp5_num_242089,shot_noise,4,0.1132,50.68655193236715,
MT,MT::exp5_num_242089,shot_noise,5,0.4315,73.04688405797101,
MT,MT::exp5_num_242089,scanline_banding,1,0.0004,2.293641304347826,
MT,MT::exp5_num_242089,scanline_banding,2,0.0005,4.57588768115942,
MT,MT::exp5_num_242089,scanline_banding,3,0.0007,8.390452898550725,
MT,MT::exp5_num_242089,scanline_banding,4,0.0009,12.96340579710145,
MT,MT::exp5_num_242089,scanline_banding,5,0.0018,19.051521739130436,
MT,MT::exp5_num_242089,illumination_gradient,1,0.0001,4.914619565217391,
MT,MT::exp5_num_242089,illumination_gradient,2,0.0001,9.814003623188405,
MT,MT::exp5_num_242089,illumination_gradient,3,0.0003,15.693460144927537,
MT,MT::exp5_num_242089,illumination_gradient,4,0.0006,22.552083333333332,
MT,MT::exp5_num_242089,illumination_gradient,5,0.0012,30.380778985507245,
MT,MT::exp5_num_242089,brightness_drift,1,0.0,16.0,
MT,MT::exp5_num_242089,brightness_drift,2,0.0013,30.994039855072465,
MT,MT::exp5_num_242089,brightness_drift,3,0.0076,50.916467391304344,
MT,MT::exp5_num_242089,brightness_drift,4,0.0497,76.4850543478261,
MT,MT::exp5_num_242089,brightness_drift,5,0.3092,102.37295289855072,
MT,MT::exp5_num_242089,contrast_loss,1,0.0,4.0390579710144925,
MT,MT::exp5_num_242089,contrast_loss,2,0.0,7.039329710144927,
MT,MT::exp5_num_242089,contrast_loss,3,0.0,10.060579710144928,
MT,MT::exp5_num_242089,contrast_loss,4,0.0,12.875942028985508,
MT,MT::exp5_num_242089,contrast_loss,5,0.0,15.29268115942029,
MT,MT::exp5_num_242089,jpeg,1,0.0004,3.9028623188405795,
MT,MT::exp5_num_242089,jpeg,2,0.0003,4.612228260869565,
MT,MT::exp5_num_242089,jpeg,3,0.0005,5.296648550724638,
MT,MT::exp5_num_242089,jpeg,4,0.0003,6.211050724637682,
MT,MT::exp5_num_242089,jpeg,5,0.0005,7.485380434782608,
MT,MT::exp4_num_276401,defocus_blur,1,0.0001,4.400259657434402,
MT,MT::exp4_num_276401,defocus_blur,2,0.0,6.944355867346939,
MT,MT::exp4_num_276401,defocus_blur,3,0.0,7.662342838921282,
MT,MT::exp4_num_276401,defocus_blur,4,0.0,8.54948296282799,
MT,MT::exp4_num_276401,defocus_blur,5,0.0,8.977018039358601,
MT,MT::exp4_num_276401,motion_blur,1,0.0,4.76567055393586,
MT,MT::exp4_num_276401,motion_blur,2,0.0,6.876822157434402,
MT,MT::exp4_num_276401,motion_blur,3,0.0,7.8683719023323615,
MT,MT::exp4_num_276401,motion_blur,4,0.0,8.689379099854227,
MT,MT::exp4_num_276401,motion_blur,5,0.0,9.14067055393586,
MT,MT::exp4_num_276401,vignetting,1,0.0001,12.442328717201166,
MT,MT::exp4_num_276401,vignetting,2,0.0001,24.443980047376094,
MT,MT::exp4_num_276401,vignetting,3,0.0001,36.445756650874635,
MT,MT::exp4_num_276401,vignetting,4,0.0047,50.045793094023324,
MT,MT::exp4_num_276401,vignetting,5,0.0823,63.63267583819242,
MT,MT::exp4_num_276401,lens_contamination,1,0.0051,0.3089809584548105,
MT,MT::exp4_num_276401,lens_contamination,2,0.0051,0.7127824344023324,
MT,MT::exp4_num_276401,lens_contamination,3,0.005,1.274974945335277,
MT,MT::exp4_num_276401,lens_contamination,4,0.005,2.145522048104956,
MT,MT::exp4_num_276401,lens_contamination,5,0.0029,3.7693148688046647,
MT,MT::exp4_num_276401,vibration_jitter,1,0.0,5.723510386297376,
MT,MT::exp4_num_276401,vibration_jitter,2,0.0,6.972120991253644,
MT,MT::exp4_num_276401,vibration_jitter,3,0.0,8.369784074344023,
MT,MT::exp4_num_276401,vibration_jitter,4,0.0,9.196565233236152,
MT,MT::exp4_num_276401,vibration_jitter,5,0.0,10.015010021865889,
MT,MT::exp4_num_276401,gaussian_noise,1,0.0049,6.080228073372206,
MT,MT::exp4_num_276401,gaussian_noise,2,0.0076,12.121332908163266,
MT,MT::exp4_num_276401,gaussian_noise,3,0.0146,20.107309888241012,
MT,MT::exp4_num_276401,gaussian_noise,4,0.0372,31.72129342808552,
MT,MT::exp4_num_276401,gaussian_noise,5,0.0936,45.851642219387756,
MT,MT::exp4_num_276401,shot_noise,1,0.0118,16.33296510568513,
MT,MT::exp4_num_276401,shot_noise,2,0.0233,24.521383776724974,
MT,MT::exp4_num_276401,shot_noise,3,0.0642,36.516099520165206,
MT,MT::exp4_num_276401,shot_noise,4,0.1721,51.394671707968904,
MT,MT::exp4_num_276401,shot_noise,5,0.4579,72.96862093051506,
MT,MT::exp4_num_276401,scanline_banding,1,0.0047,2.627471301020408,
MT,MT::exp4_num_276401,scanline_banding,2,0.0058,5.227405247813411,
MT,MT::exp4_num_276401,scanline_banding,3,0.0076,9.554698888483966,
MT,MT::exp4_num_276401,scanline_banding,4,0.0111,14.723601494169095,
MT,MT::exp4_num_276401,scanline_banding,5,0.017,21.548230229591837,
MT,MT::exp4_num_276401,illumination_gradient,1,0.0041,4.954298013848397,
MT,MT::exp4_num_276401,illumination_gradient,2,0.0049,9.892025783527696,
MT,MT::exp4_num_276401,illumination_gradient,3,0.0059,15.81615570335277,
MT,MT::exp4_num_276401,illumination_gradient,4,0.0075,22.72290679664723,
MT,MT::exp4_num_276401,illumination_gradient,5,0.0104,30.593078079446062,
MT,MT::exp4_num_276401,brightness_drift,1,0.0014,15.998098123177842,
MT,MT::exp4_num_276401,brightness_drift,2,0.0082,30.91808263483965,
MT,MT::exp4_num_276401,brightness_drift,3,0.0455,50.48765488338192,
MT,MT::exp4_num_276401,brightness_drift,4,0.1117,74.45697430758017,
MT,MT::exp4_num_276401,brightness_drift,5,0.2044,100.70643904883381,
MT,MT::exp4_num_276401,contrast_loss,1,0.0,6.5537536443148685,
MT,MT::exp4_num_276401,contrast_loss,2,0.0,11.398073068513119,
MT,MT::exp4_num_276401,contrast_loss,3,0.0,16.268232962827987,
MT,MT::exp4_num_276401,contrast_loss,4,0.0,20.769383199708454,
MT,MT::exp4_num_276401,contrast_loss,5,0.0,24.65365342565598,
MT,MT::exp4_num_276401,jpeg,1,0.0042,3.685973943148688,
MT,MT::exp4_num_276401,jpeg,2,0.0041,4.433445699708455,
MT,MT::exp4_num_276401,jpeg,3,0.0038,5.184607325072887,
MT,MT::exp4_num_276401,jpeg,4,0.0037,6.172376093294461,
MT,MT::exp4_num_276401,jpeg,5,0.0038,7.647720025510204,
MT,MT::exp3_num_148977,defocus_blur,1,0.0,2.3273845748133724,
MT,MT::exp3_num_148977,defocus_blur,2,0.0,3.726260751379422,
MT,MT::exp3_num_148977,defocus_blur,3,0.0,4.272268541058098,
MT,MT::exp3_num_148977,defocus_blur,4,0.0,5.154840149302174,
MT,MT::exp3_num_148977,defocus_blur,5,0.0,5.8354886806231745,
MT,MT::exp3_num_148977,motion_blur,1,0.0,3.4500365141187928,
MT,MT::exp3_num_148977,motion_blur,2,0.0,4.354790449529373,
MT,MT::exp3_num_148977,motion_blur,3,0.0,5.059614370334307,
MT,MT::exp3_num_148977,motion_blur,4,0.0,5.8757809964297305,
MT,MT::exp3_num_148977,motion_blur,5,0.0,6.538750608568646,
MT,MT::exp3_num_148977,vignetting,1,0.0,7.295703505355404,
MT,MT::exp3_num_148977,vignetting,2,0.0,14.155387861084064,
MT,MT::exp3_num_148977,vignetting,3,0.0,21.013008154819865,
MT,MT::exp3_num_148977,vignetting,4,0.0151,28.7846326273937,
MT,MT::exp3_num_148977,vignetting,5,0.0935,36.796687358000646,
MT,MT::exp3_num_148977,lens_contamination,1,0.0,1.3681079600778967,
MT,MT::exp3_num_148977,lens_contamination,2,0.0,3.166950665368387,
MT,MT::exp3_num_148977,lens_contamination,3,0.0,4.598714905874716,
MT,MT::exp3_num_148977,lens_contamination,4,0.0,7.381232757221682,
MT,MT::exp3_num_148977,lens_contamination,5,0.0,9.29402994157741,
MT,MT::exp3_num_148977,vibration_jitter,1,0.0,2.768956913339825,
MT,MT::exp3_num_148977,vibration_jitter,2,0.0,3.216807651736449,
MT,MT::exp3_num_148977,vibration_jitter,3,0.0,4.45407335280753,
MT,MT::exp3_num_148977,vibration_jitter,4,0.0,5.092715433300876,
MT,MT::exp3_num_148977,vibration_jitter,5,0.0,5.891603781239858,
MT,MT::exp3_num_148977,gaussian_noise,1,0.0069,6.086743008222439,
MT,MT::exp3_num_148977,gaussian_noise,2,0.0232,12.010201977171914,
MT,MT::exp3_num_148977,gaussian_noise,3,0.0397,19.72447899761982,
MT,MT::exp3_num_148977,gaussian_noise,4,0.066,30.909215081683435,
MT,MT::exp3_num_148977,gaussian_noise,5,0.1206,44.59080520393812,
MT,MT::exp3_num_148977,shot_noise,1,0.0024,13.10859400357027,
MT,MT::exp3_num_148977,shot_noise,2,0.0189,19.817226549821488,
MT,MT::exp3_num_148977,shot_noise,3,0.0663,30.173871443254356,
MT,MT::exp3_num_148977,shot_noise,4,0.1882,43.6812046954452,
MT,MT::exp3_num_148977,shot_noise,5,0.4958,63.71212505409499,
MT,MT::exp3_num_148977,scanline_banding,1,0.0,1.7656300714053879,
MT,MT::exp3_num_148977,scanline_banding,2,0.0001,3.4789130963972736,
MT,MT::exp3_num_148977,scanline_banding,3,0.0001,6.377185775722168,
MT,MT::exp3_num_148977,scanline_banding,4,0.0001,9.848836619604025,
MT,MT::exp3_num_148977,scanline_banding,5,0.0002,14.47711781888997,
MT,MT::exp3_num_148977,illumination_gradient,1,0.0001,4.0051373336579035,
MT,MT::exp3_num_148977,illumination_gradient,2,0.0005,7.987630842259007,
MT,MT::exp3_num_148977,illumination_gradient,3,0.001,12.765153359298928,
MT,MT::exp3_num_148977,illumination_gradient,4,0.002,18.315623985718922,
MT,MT::exp3_num_148977,illumination_gradient,5,0.0032,24.63107047224927,
MT,MT::exp3_num_148977,brightness_drift,1,0.0835,15.691846194417398,
MT,MT::exp3_num_148977,brightness_drift,2,0.1233,29.142673847776695,
MT,MT::exp3_num_148977,brightness_drift,3,0.1761,46.113655266147354,
MT,MT::exp3_num_148977,brightness_drift,4,0.3255,66.07982392080493,
MT,MT::exp3_num_148977,brightness_drift,5,0.5733,83.4572581953911,
MT,MT::exp3_num_148977,contrast_loss,1,0.0,6.495308950016229,
MT,MT::exp3_num_148977,contrast_loss,2,0.0,11.289029535864978,
MT,MT::exp3_num_148977,contrast_loss,3,0.0,16.10861428919182,
MT,MT::exp3_num_148977,contrast_loss,4,0.0,20.578109785783838,
MT,MT::exp3_num_148977,contrast_loss,5,0.0,24.43816435410581,
MT,MT::exp3_num_148977,jpeg,1,0.0,2.5310167153521586,
MT,MT::exp3_num_148977,jpeg,2,0.0,3.027928229470951,
MT,MT::exp3_num_148977,jpeg,3,0.0001,3.474967543005518,
MT,MT::exp3_num_148977,jpeg,4,0.0002,4.150240384615385,
MT,MT::exp3_num_148977,jpeg,5,0.0004,5.35122018013632,
MT,MT::exp4_num_62606,defocus_blur,1,0.0,4.4201536643026005,
MT,MT::exp4_num_62606,defocus_blur,2,0.0,6.787263593380614,
MT,MT::exp4_num_62606,defocus_blur,3,0.0,7.678664302600473,
MT,MT::exp4_num_62606,defocus_blur,4,0.0,9.264539007092198,
MT,MT::exp4_num_62606,defocus_blur,5,0.0,10.459278959810876,
MT,MT::exp4_num_62606,motion_blur,1,0.0,6.5173463356973995,
MT,MT::exp4_num_62606,motion_blur,2,0.0,8.152718676122932,
MT,MT::exp4_num_62606,motion_blur,3,0.0,9.614036643026004,
MT,MT::exp4_num_62606,motion_blur,4,0.0,11.355141843971632,
MT,MT::exp4_num_62606,motion_blur,5,0.0,12.817405437352246,
MT,MT::exp4_num_62606,vignetting,1,0.0,10.50336879432624,
MT,MT::exp4_num_62606,vignetting,2,0.0,20.56557328605201,
MT,MT::exp4_num_62606,vignetting,3,0.0,30.625236406619386,
MT,MT::exp4_num_62606,vignetting,4,0.0046,42.031560283687945,
MT,MT::exp4_num_62606,vignetting,5,0.0826,53.37080378250591,
MT,MT::exp4_num_62606,lens_contamination,1,0.0,0.16447990543735225,
MT,MT::exp4_num_62606,lens_contamination,2,0.0,0.3125886524822695,
MT,MT::exp4_num_62606,lens_contamination,3,0.0,0.5557033096926713,
MT,MT::exp4_num_62606,lens_contamination,4,0.0,1.142080378250591,
MT,MT::exp4_num_62606,lens_contamination,5,0.0,1.9226654846335698,
MT,MT::exp4_num_62606,vibration_jitter,1,0.0,3.4101359338061465,
MT,MT::exp4_num_62606,vibration_jitter,2,0.0,4.4813829787234045,
MT,MT::exp4_num_62606,vibration_jitter,3,0.0,5.114716312056737,
MT,MT::exp4_num_62606,vibration_jitter,4,0.0,5.801595744680851,
MT,MT::exp4_num_62606,vibration_jitter,5,0.0,6.348640661938535,
MT,MT::exp4_num_62606,gaussian_noise,1,0.0005,6.12491134751773,
MT,MT::exp4_num_62606,gaussian_noise,2,0.0018,12.225886524822695,
MT,MT::exp4_num_62606,gaussian_noise,3,0.0038,20.33987391646966,
MT,MT::exp4_num_62606,gaussian_noise,4,0.0167,32.32444838455477,
MT,MT::exp4_num_62606,gaussian_noise,5,0.0699,47.04527186761229,
MT,MT::exp4_num_62606,shot_noise,1,0.0002,15.01085500394011,
MT,MT::exp4_num_62606,shot_noise,2,0.003,22.724014972419226,
MT,MT::exp4_num_62606,shot_noise,3,0.0225,34.31362293144208,
MT,MT::exp4_num_62606,shot_noise,4,0.123,49.25732860520095,
MT,MT::exp4_num_62606,shot_noise,5,0.4401,70.90813632781718,
MT,MT::exp4_num_62606,scanline_banding,1,0.0,2.1690602836879433,
MT,MT::exp4_num_62606,scanline_banding,2,0.0,4.3153959810874705,
MT,MT::exp4_num_62606,scanline_banding,3,0.0,7.910608747044917,
MT,MT::exp4_num_62606,scanline_banding,4,0.0,12.218144208037826,
MT,MT::exp4_num_62606,scanline_banding,5,0.0002,17.962086288416074,
MT,MT::exp4_num_62606,illumination_gradient,1,0.0,3.6831855791962176,
MT,MT::exp4_num_62606,illumination_gradient,2,0.0,7.348522458628842,
MT,MT::exp4_num_62606,illumination_gradient,3,0.0,11.748108747044917,
MT,MT::exp4_num_62606,illumination_gradient,4,0.0,16.880112293144208,
MT,MT::exp4_num_62606,illumination_gradient,5,0.0,22.752541371158394,
MT,MT::exp4_num_62606,brightness_drift,1,0.0,15.0,
MT,MT::exp4_num_62606,brightness_drift,2,0.0,29.999940898345155,
MT,MT::exp4_num_62606,brightness_drift,3,0.0007,50.99485815602837,
MT,MT::exp4_num_62606,brightness_drift,4,0.0129,75.88625886524822,
MT,MT::exp4_num_62606,brightness_drift,5,0.1203,105.53735224586289,
MT,MT::exp4_num_62606,contrast_loss,1,0.0,5.0033983451536646,
MT,MT::exp4_num_62606,contrast_loss,2,0.0,8.746956264775413,
MT,MT::exp4_num_62606,contrast_loss,3,0.0,12.4701536643026,
MT,MT::exp4_num_62606,contrast_loss,4,0.0,15.96258865248227,
MT,MT::exp4_num_62606,contrast_loss,5,0.0,18.95132978723404,
MT,MT::exp4_num_62606,jpeg,1,0.0,3.889066193853428,
MT,MT::exp4_num_62606,jpeg,2,0.0,4.63815011820331,
MT,MT::exp4_num_62606,jpeg,3,0.0001,5.345981087470449,
MT,MT::exp4_num_62606,jpeg,4,0.0,6.323640661938534,
MT,MT::exp4_num_62606,jpeg,5,0.0002,7.6263297872340425,
MT,MT::exp5_num_271434,defocus_blur,1,0.0,4.961245483251408,
MT,MT::exp5_num_271434,defocus_blur,2,0.0,7.234122204498845,
MT,MT::exp5_num_271434,defocus_blur,3,0.0,7.949558904912269,
MT,MT::exp5_num_271434,defocus_blur,4,0.0,9.05716331911846,
MT,MT::exp5_num_271434,defocus_blur,5,0.0,9.640629577785734,
MT,MT::exp5_num_271434,motion_blur,1,0.0,5.603877079332009,
MT,MT::exp5_num_271434,motion_blur,2,0.0,7.151176796119666,
MT,MT::exp5_num_271434,motion_blur,3,0.0,7.928838829388978,
MT,MT::exp5_num_271434,motion_blur,4,0.0,8.678537712816173,
MT,MT::exp5_num_271434,motion_blur,5,0.0,9.23480582050197,
MT,MT::exp5_num_271434,vignetting,1,0.0,12.724860835313649,
MT,MT::exp5_num_271434,vignetting,2,0.0,25.009391581757217,
MT,MT::exp5_num_271434,vignetting,3,0.0,37.29393860477229,
MT,MT::exp5_num_271434,vignetting,4,0.0049,51.215843614701,
MT,MT::exp5_num_271434,vignetting,5,0.0817,65.15436700413424,
MT,MT::exp5_num_271434,lens_contamination,1,0.0017,0.7476154822748137,
MT,MT::exp5_num_271434,lens_contamination,2,0.0017,1.055454279110648,
MT,MT::exp5_num_271434,lens_contamination,3,0.0013,1.6800677105374524,
MT,MT::exp5_num_271434,lens_contamination,4,0.0011,2.5124190240567725,
MT,MT::exp5_num_271434,lens_contamination,5,0.0005,3.78311468472281,
MT,MT::exp5_num_271434,vibration_jitter,1,0.0,6.976740779322244,
MT,MT::exp5_num_271434,vibration_jitter,2,0.0,9.518848269800449,
MT,MT::exp5_num_271434,vibration_jitter,3,0.0,10.91267619388652,
MT,MT::exp5_num_271434,vibration_jitter,4,0.0,12.872098701129595,
MT,MT::exp5_num_271434,vibration_jitter,5,0.0,15.079641264364074,
MT,MT::exp5_num_271434,gaussian_noise,1,0.0016,6.108022179541435,
MT,MT::exp5_num_271434,gaussian_noise,2,0.003,12.191173757826318,
MT,MT::exp5_num_271434,gaussian_noise,3,0.0088,20.243741658257104,
MT,MT::exp5_num_271434,gaussian_noise,4,0.0245,32.05072864785095,
MT,MT::exp5_num_271434,gaussian_noise,5,0.0764,46.58857710211921,
MT,MT::exp5_num_271434,shot_noise,1,0.0049,16.317810909643327,
MT,MT::exp5_num_271434,shot_noise,2,0.012,24.5841498746704,
MT,MT::exp5_num_271434,shot_noise,3,0.0469,36.89377909437156,
MT,MT::exp5_num_271434,shot_noise,4,0.1528,51.93396594941242,
MT,MT::exp5_num_271434,shot_noise,5,0.4447,74.01820263246417,
MT,MT::exp5_num_271434,scanline_banding,1,0.0016,2.6009961261759824,
MT,MT::exp5_num_271434,scanline_banding,2,0.0022,5.166834857905531,
MT,MT::exp5_num_271434,scanline_banding,3,0.003,9.451577199778638,
MT,MT::exp5_num_271434,scanline_banding,4,0.0043,14.580471369510727,
MT,MT::exp5_num_271434,scanline_banding,5,0.0073,21.385608255477067,
MT,MT::exp5_num_271434,illumination_gradient,1,0.001,5.947329014616361,
MT,MT::exp5_num_271434,illumination_gradient,2,0.0016,11.874507633712035,
MT,MT::exp5_num_271434,illumination_gradient,3,0.0031,18.972280998730426,
MT,MT::exp5_num_271434,illumination_gradient,4,0.0054,27.209870112959408,
MT,MT::exp5_num_271434,illumination_gradient,5,0.0096,36.55037598880172,
MT,MT::exp5_num_271434,brightness_drift,1,0.0051,14.947475503759888,
MT,MT::exp5_num_271434,brightness_drift,2,0.0104,29.838601516976464,
MT,MT::exp5_num_271434,brightness_drift,3,0.0262,50.48281194049285,
MT,MT::exp5_num_271434,brightness_drift,4,0.0791,74.31781633516717,
